OrgNr,Name,Email,Phone,Lender_Keywords,Keyword_Line_1,Recent_Year_Value,Previous_Year_Value,Keyword_Line_2,Recent_Year_Value,Previous_Year_Value
5593013351,MB Köksmontage AB,mattias@mbkoksmontage.se,,,,,,,,
5565455242,Björksätra Brunnsborrning AB,,,,,,,,,
4611321720,Svenska Avantia AB,,,,,,,,,
5593411027,Rörtek Sverige AB,andreas@rortek.se,+46703144738,,,,,,,
4687317474,Telebolaget AB,,,,,,,,,
4634030008,Veddige Buss AB,,,,,,,,,
5592697394,Unik Bygg & Design I Kinna AB,info@unikbyggochdesign.se,+46705390809,,,,,,,
5590296462,Fridhems Städ & Stöd I Malmö AB,info@fridhemstad.se,,Kreditinstitut,Övriga skulder till kreditinstitut,179434,0,,,
5563596948,IMEK Hanteringssystem AB,imek@imek.se,,,,,,,,
4627067980,MK-Produkter Mekanik och Kemi AB,,,,,,,,,
5563441947,JIJ-Plast AB,,+4642220015,,,,,,,
5561435586,Smp-Porten AB,smpportenab@gmail.com,+46706865011,Kreditinstitut,Övriga skulder till kreditinstitut,94917,136929,Övriga skulder till kreditinstitut,40853,71500
4631990019,Booster i Sverige AB,,,,,,,,,
5594854357,Nordingrå Bygg AB,Info@nordingrabygg.se,+46706929399,,,,,,,
0727271870,Johanssons VVS-service AB,,,,,,,,,
5592665698,Flyttförmedlingen i Kronoberg AB,info@flyttformedlingen.se,+46470777770,,,,,,,
5591526446,Hunters Trädgårdstjänst AB,hunterdonaldson@hotmail.com,,,,,,,,
4687560830,Silverstadens Begravningsbyrå AB,,,,,,,,,
4652666710,K Andersson Gruppen AB,,,,,,,,,
4645180269,IMAK AB,,,,,,,,,
5595071738,SWEKAT RECYCLING AB,info@swekat.se,,,,,,,,
5561243766,Hurtigs Redovisning AB,,+4631516390,,,,,,,
5565650107,Svegard Data AB,andreas@svegarddata.se,+4643312670,,,,,,,
4660611600,Revideco AB,,,,,,,,,
5594468844,Några kvm liv AB,info@nagrakvmliv.se,,,,,,,,
5566549902,Tak & Plåt I Ramlösa AB,takplat@mail.com,+46739324518,,,,,,,
5594287764,Isälen Städ AB,elin@isalen.se,,,,,,,,
4642132430,Berglings VVS AB,,,,,,,,,
5565679502,UMA Undermarksarbeten Mattias Johansson AB,,+46705390976,Kreditinstitut,Övriga skulder till kreditinstitut,472686,523385,Övriga skulder till kreditinstitut,48576,44160
4640292200,Värmia AB,,,,,,,,,
5594479882,Siljan Trädvård AB,siljantradvard@gmail.com,,,,,,,,
5562639814,Ekonomikonsult Mullsjö AB,lars.eriksson@ekonomikonsult.se,+4639231015,,,,,,,
5593262925,Kani Mekaniska AB,,,,,,,,,
5593500738,Progressa AB,info@progressa.se,+46706161616,,,,,,,
5565833026,Hushållsservice I Kalmar AB,kalmar.hushalsservice@telia.com,,,,,,,,
5568274012,Romelanda Motorsågservice AB,,+46303223900,,,,,,,
5565497574,CS Energikontroll AB,info@cs-energikontroll.se,+4621122328,,,,,,,
5590316013,Struppkärrs Skog AB,eva@struppkarr.se,+46705560061,,,,,,,
5568562093,Strandhall Entreprenad AB,anders@strandhall.se,+46708285109,Kreditinstitut,Övriga skulder till kreditinstitut,,,,,
5566360367,Retail Knowledge Sweden AB,info@retailknowledge.se,+46771700600,,,,,,,
5590811005,L&M Ekonomikonsult i Väst AB,,+46103039966,Kreditinstitut,Övriga skulder till kreditinstitut,2126250,2171250,Övriga skulder till kreditinstitut,45000,45000
5567906861,Frosteby Entreprenad AB,adam@frosteby.com,+46708421313,Kreditinstitut,Övriga skulder till kreditinstitut,2282381,1523924,Övriga skulder till kreditinstitut,482535,340019
0704373737,GENTAS i Sverige AB,,,,,,,,,
5592718935,Mälarstadens Elservice AB,info@malarstadenselservice.se,+46737151990,,,,,,,
4623705570,Säker Trafik Dalarna AB,,,,,,,,,
5561193391,Alvesta Renhållnings AB,arab@alvesta.se,+4647215190,,,,,,,
5564959368,Däck i Väst AB,kontakt@dackivast.se,+4631471488,,,,,,,
5563751055,Västerorts Pizzagrossist AB,info@vpg.nu,+468368486,,,,,,,
5561144931,Reklamgren Linnmans Skyltfabrik AB,jonas@reli.se,+4636125550,,,,,,,
5591517734,Axum AB,michael.goldschmidt@hotmail.com,,Kreditinstitut,Övriga skulder till kreditinstitut,55722,106775,,,
5560775990,Larsson & Engströms Rör AB,le.ror@telia.com,,,,,,,,
5591516868,Systrarnas trädgårdshandel AB,info@systrarnastradgard.se,+4615054880,,,,,,,
5566425731,Sövdemölla Gård AB,sovdemolla@lm.lrf.se,,,,,,,,
5591569404,Samvest Elteknik AB,Samuel.samvest@outlook.com,+46735979710,,,,,,,
5590777412,Travel & More Norden AB,,+46498221694,,,,,,,
5593252637,Logistic Professionals Sweden AB,greger@logisticprofessionals.se,+46760354060,,,,,,,
5592363328,Wik Energi AB,,,,,,,,,
5594086422,Nova Rörspecialisten i Malmö AB,novarorspecialisten@gmail.com,+46739453025,,,,,,,
5564442407,JH Showbiz AB,info@jhshowbiz.se,+462343033,,,,,,,
5594156779,Blomsterstudion Lina Melin AB,,+464259700,,,,,,,
5594539214,Rörteknik I Uppland AB,info@rorteknikiuppland.se,+46184307878,,,,,,,
4658170054,Serens Bygg AB,,,,,,,,,
5568606379,KronoCon AB,info@kronocon.se,+46470556100,,,,,,,
5566672613,Hemluft Ventilation AB,info@hemluft.se,+4686497700,Kreditinstitut,Övriga skulder till kreditinstitut,108322,162493,,,
5568411481,Jtb Uterum & Inglasningar AB,info@jtbuterum.se,+4646772270,Kreditinstitut,Övriga skulder till kreditinstitut,00,,,,
5560761693,Balcona AB,info@balcona.se,+46102007703,,,,,,,
5593477614,Edänge Bygg AB,edangebygg@hotmail.com,+46723280907,,,,,,,
5561125617,Ce Sprinkler AB,info@cesprinkler.se,+46155205580,,,,,,,
5594572959,Vollsjö Lantbruksservice AB,anneli.gonner@v-ls.se,,,,,,,,
5565135992,Novacore AB,info@novacore.se,,Kreditinstitut,Övriga skulder till kreditinstitut,40524000,,Övriga skulder till kreditinstitut,084000,
5593104044,Byggvision i Norr AB,davidlilja1@gmail.com,,,,,,,,
5569821662,Powers advokatbyrå ab,info@advokatpowers.se,+46733446900,,,,,,,
4630010180,EVS Energi & Ventilation AB,,,,,,,,,
5567417125,ABK Tekniska AB,info@abktekniska.se,,Kreditinstitut,Övriga skulder till kreditinstitut,2306250,2381250,Övriga skulder till kreditinstitut,75000,75000
5591073621,Junuz Saidovic Taxi AB,junuz.saidovic@gmail.com,,Kreditinstitut,Övriga skulder till kreditinstitut,803971,5222160,,,
4687152530,Amadeus Förskolor AB,,,,,,,,,
5592535495,Tallvillage Entreprenad AB,tallvillageentreprenadab@gmail.com,+46707487049,,,,,,,
5568330780,Fogfria Golv i Sunne AB,info@fogfriagolvsunne.se,+46705406844,,,,,,,
5594285412,Dan Elteknik AB,danalterlo@gmail.com,,,,,,,,
5591289367,Täby Måleri AB,,+46734387268,,,,,,,
5561260919,AB RATES Produktionshydraulik,info@rates.se,,,,,,,,
5563740108,Frimärkshuset Skandinavisk Filateli AB,info@frimarkshuset.se,+4686617450,,,,,,,
4691110021,Norra Halkbanan i Piteå AB,,,,,,,,,
5590351929,Stångå Betonghåltagning AB,jonas.nilsson@stangabetonghaltagning.se,+46725439996,,,,,,,
5567581417,Catacon Recycling AB,info@cataconrecycling.com,+46765785302,,,,,,,
5593055634,Ståndaren & Pistillen AB,nicklas.wiren@gmail.com,,,,,,,,
5560254525,Expressen AB,redaktionen@gt.se,,,,,,,,
5594567090,Folkets Taxi Hässleholm AB,Info@folketstaxi.se,+46708640505,,,,,,,
5568374242,COOB AB,info@coob.se,+4687567543,,,,,,,
5594735887,Byggkonsult Göran Andersson på Gotland AB,goran.andersson@byggkonsultgotland.se,,,,,,,,
5593762460,Resby Bygg & Betong AB,philip.andersson@resbybygg.se,,,,,,,,
5562599604,Neon Reklam i Sundsvall AB,info@neonreklam.se,+4660614376,,,,,,,
5563585693,Stombergs Massiva Trägolv AB,,+4617153200,,,,,,,
5594222308,Rör Runt I Roslagen AB,nils_08@hotmail.com,+46176282390,,,,,,,
5594537572,Magic By Mary AB,magicbymary@outlook.com,+46702164640,,,,,,,
5594961160,Intecso AB,marcus@intecso.se,+46727105584,,,,,,,
5594478496,TBVULK AB,info@tbvulk.se,+464278964,,,,,,,
4668010154,Mivento Juristbyrå AB,,,,,,,,,
5567613194,Göteborgs Byggnadsbesiktning AB,gbb@home.se,+4631562500,,,,,,,
5561969568,Storms Plåt & Smide AB,info@stormsplat.se,+4617340166,,,,,,,
5591999213,Estetisk Plastikkirurgi Eya Le Wartie AB,info@elwkirurgi.se,+4629740303,,,,,,,
5562080605,T. Mohlins Åkeri AB,mohlinsakeri.skara@outlook.com,+46433525202,Kreditinstitut,Övriga skulder till kreditinstitut,2652371,11153249,Övriga skulder till kreditinstitut,145152985,3118312
4611391800,Proteam Process & Cleantech AB,,,,,,,,,
5591205629,Sosibo AB,order@sosibo.se,+4652442200,Kreditinstitut,Övriga skulder till kreditinstitut,291864,356540,,,
5593584559,Grimstorpets skog och trädgård AB,grimstorpet@hotmail.com,+46730674445,,,,,,,
4633108263,Cajoli Entreprenad AB,,,,,,,,,
4686007707,Nacka Strand Dental AB,,,,,,,,,
4647019897,Kyl och maskinservice i Växjö AB,,,,,,,,,
5594546417,Fotograf Johannes Olovsson AB,,,,,,,,,
5562683085,Administrera AB,info@admini.nu,+46703385855,,,,,,,
5568366156,Hemnära Måleri & Snickeri AB,info@hemnara.nu,+46739840347,Kreditinstitut,Övriga skulder till kreditinstitut,0,8951,,,
5568245137,Kyl & Värmeteknik I Vetlanda AB,info@kvtab.com,+46767843600,,,,,,,
5568901697,Ll Skatteanalys Advokatbyrå AB,,,Kreditinstitut,Övriga skulder till kreditinstitut,48119,154945,Skulder till kreditinstitut,,
5593091407,CBI NN AB,lars.kraft@cbi-nn.se,+46707630558,,,,,,,
4686500144,VVS - Rubin Rör AB,,,,,,,,,
4645577000,BLT AB,,,,,,,,,
5591149959,Däck- & Bilservice I Örebro AB,dackobilorebro@telia.com,,,,,,,,
5562637016,Råsunda Säkerhetsentreprenad AB,info@rasak.se,+46868408460,Kreditinstitut,Övriga skulder till kreditinstitut,9994,0,Övriga skulder till kreditinstitut,500004,0
5594179086,Seger Tak & Entreprenad AB,daniel@segertak.se,+46738367196,,,,,,,
5567219562,Noberger Gräv AB,,,Kreditinstitut,Övriga skulder till kreditinstitut,6522,128386,kreditinstitut förfaller ingen del till betalning senare än fem år efter balansdagen.,,
5594900747,Petterssons Rör & Värmepumpar AB,info@prov-ab.se,+46723119986,,,,,,,
5594670258,Kr-Rör AB,Patric@kr-ror.se,+46730828684,,,,,,,
5591180657,Spolspecialisten i Göteborg AB,info@revisorsringen.se,,,,,,,,
0317884411,Frölunda Skrädderi AB,,,,,,,,,
5561321794,Malmö Bil- & Elektroservice AB,,+4640183470,,,,,,,
5594943051,Huskonsulten i Norr AB,patrikisraelsson@outlook.com,,,,,,,,
5590327762,Inlandets Ekonomiservice AB,linda@inlandetsekonomiservice.se,+46730839567,,,,,,,
4655412925,Rörtjänst i Kil AB,,,,,,,,,
5565864260,Trädgård & Anläggning i Sundsvall AB,info@tradgardanlaggning.se,+4660500015,Kreditinstitut,Övriga skulder till kreditinstitut,553737,805048,Övriga skulder till kreditinstitut,249600,246024
5591062384,Ljust El AB,info@ljustel.se,+46733641925,,,,,,,
5592034986,Veterinärgruppen Växjö AB,info@vetgruppen.se,+46470548500,,,,,,,
4654578110,Termoplus Sverige AB,,,,,,,,,
5593965063,Brundins Roslagen AB,mbrundins@outlook.com,+46709394504,,,,,,,
5590569694,Ka Jonssons Belysningsverkstad AB,info@kajonsson.com,+46851106065,,,,,,,
5593884504,Pallgiganten AB,info@pallgiganten.se,+46705759697,,,,,,,
5563212322,Entreprenadtjänst Växjö AB,mans@mmsforvaltning.se,+46703913170,Kreditinstitut,Övriga skulder till kreditinstitut,549341,667168,Övriga skulder till kreditinstitut,243430,214992
5563154235,Gracia Repro Stockholm AB,info@gracia.se,,,,,,,,
4625323100,Grövelsjögården Fjällstugor AB,,,,,,,,,
5590698352,Tintry AB,support@tintry.se,,,,,,,,
5590747761,Försäljningschefen Sverige AB,,,,,,,,,
5568470685,Tiler Städ AB,info@jamtlandsstad.se,+46738054702,,,,,,,
5567435887,Offerta Group AB,,+46103302011,,,,,,,
5565555553,Skrot Anders AB,skrot-anders@boremail.com,+46706088119,Kreditinstitut,Övriga skulder till kreditinstitut,94741479,5529682,Övriga skulder till kreditinstitut,92212973,1944566
4653314464,Johans Trafikskola AB,,,,,,,,,
5565020772,Talarforum i Skandinavien AB,info@talarforum.se,+46854553500,,,,,,,
5567101786,Rippler communications AB,katrin@rippler.se,,,,,,,,
5594706847,Enomic Entreprenad AB,info@enomic.se,+46196032440,,,,,,,
4686012300,Pointsharp AB,,,,,,,,,
4615246050,sevab.com,,,,,,,,,
4619223800,Processpumpar AB ®,,,,,,,,,
5564660214,Assalub AB,info@assalub.se,,,,,,,,
4631153321,Advokatbyrån Siv Marmstedt AB,,,,,,,,,
5568325244,Landet Reklambyrå AB,jojje@landetreklam.se,,,,,,,,
5568220635,Bygglet AB,,,,,,,,,
5564438645,Pump & Pyrolysteknik AB,info@pptab.se,,,,,,,,
5565480547,Sollentuna Plast & Gravyr AB,,,,,,,,,
4687352255,Värmebolaget AB,,,,,,,,,
5562816008,Blowaco AB,info@blowaco.se,+4616142120,,,,,,,
4658650697,Nordins Juristbyrå AB,,,,,,,,,
5561042275,Låssmeden Sven Alexandersson AB,info@lassmeden-sa.se,+46313375560,,,,,,,
5569497257,ABK Ekonomitjänst AB,info@abkekonomitjanst.se,+4686533480,,,,,,,
4650210720,Labbås Inredningslack AB,,,,,,,,,
5567062053,Helgessons Trädtjänst AB,info@tradtjanst.se,+4643520071,,,,,,,
5591103980,Vera & Sixten Byggproduktion AB,info@verasixten.se,,,,,,,,
5563817799,BS-Logistic AB,info@bslogistic.se,,,,,,,,
5566620281,Ystads Kiropraktor Klinik AB,hh@ystad-kiropraktik.se,+46411555102,,,,,,,
5561001123,Aftonbladet AB,nyheter@aftonbladet.se,,,,,,,,
5593687923,AGE AB,stucklife@icloud.com,,,,,,,,
5590063524,Relevance Communication Nordic AB,fredrik.lundberg@relevancecom.se,,,,,,,,
5590420005,Teknik Entreprenad Öst AB,niklassjoberg@live.se,,,,,,,,
5564506003,Mediagruppen i Halmstad AB,info@villalivet.se,+4635271190,,,,,,,
5590513916,Swedish Wealth Institute AB,danielw@swedishwealthinstitute.se,,,,,,,,
