ICP_Score,ICP_Reasons,OrgNr,Name,Email,Phone,Is_AB,Reg_Year,Company_Age,Employees,Branch,Branch_Segment,SNI_Code,Omsattning_SEK,Omsattning_Year,Rorelseresultat_SEK,Arets_Resultat_SEK,Kortfristiga_Skulder_SEK,Langfristiga_Skulder_SEK,Lender_Keywords,Keyword_Line_1,Recent_Year_Value,Previous_Year_Value,Keyword_Line_2,Recent_Year_Value,Previous_Year_Value
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567676225,Hotell Värend Växjö AB,info@hotellvarend.se,+46470776700,true,2008,18,4,Hotellverksamhet utan restaurangrörelse,secondary,,6523000,2025,95000,7000,1099000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5568456072,Greenmove AB,info@greenmove.se,+4640181970,true,2011,15,7,Övrig stödverksamhet avseende landtransport,other,,6494000,2025,1259000,846000,1596000,181000,Kreditinstitut,Övriga skulder till kreditinstitut,18972,15007,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5567809669,Tommy Alvar Entreprenad AB,tommy@tommyalvar.se,,true,2009,17,1,"Vägtransport, godstrafik",other,,6437000,2024,627000,446000,5119000,446000,Kreditinstitut,Övriga skulder till kreditinstitut,445778,518305,Övriga skulder till kreditinstitut,302400,192000
8,"AB,revenue_core,age_core,branch_secondary,has_lender_debt",5569839086,Yatek Pizzeria AB,,,true,2014,12,0,Restaurangverksamhet,secondary,,6395000,2024,103000,77000,427000,,Kreditinstitut,Övriga skulder till kreditinstitut,,,,,
8,"AB,revenue_core,employees_core,age_soft,branch_core",5591885768,Ricochet Expo AB,,+46542021305,true,2018,8,4,Tillverkning av övriga byggnads- och inredningssnickerier,core,,6391000,2024,522000,354000,946000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5563068369,Venditus Consult AB,info@venditus.se,+4622614000,true,1987,39,10,Redovisning och bokföring; skatterådgivning,core,,6382000,2025,2664000,2376000,1358000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5563700417,Läckes Måleri Aktiebolag,info@snickarlaget.se,+4638241021,true,1989,37,4,Tillverkning av andra möbler och madrasser,secondary,,6381000,2025,-335000,26000,1469000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5566705603,tillsgruppen AB,marten@tills.se,+468216667,true,2004,22,5,Konsultverksamhet avseende företags organisation,core,,6356000,2025,691000,530000,764000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5563413755,Göteborgs Pepparkaksbageri Aktiebolag,,,true,1988,38,3,Tillverkning av mjukt matbröd och färska bakverk,secondary,,6328000,2024,1403000,1452000,3724000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568558612,Westbay Subs AB,,+4649012782,true,2011,15,4,Restaurangverksamhet,secondary,,6326000,2024,21000,2000,726000,11000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568573132,MN Havshotell AB,mia@vastsvenskaskaldjur.se,,true,2015,11,3,Hotellverksamhet med restaurangrörelse,secondary,,6314000,2024,110000,59000,705000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5566557749,Westers Kök AB,info@westerskok.se,,true,2004,22,4,Restaurangverksamhet,secondary,,5696000,2024,74000,73000,322000,23000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5569856395,Vemanord Redovisning AB,info@vemanord.se,+46840882260,true,2014,12,7,Redovisning och bokföring; skatterådgivning,core,,6276000,2025,183000,116000,978000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5565596888,Sanna Office Hub AB,support@cscs.se,,true,1998,28,1,Drift av konferensanläggningar med boende,other,,6275000,2024,-230000,-356000,2952000,358000,Kreditinstitut,Övriga skulder till kreditinstitut,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5561801985,Roffes Bilbärgning Aktiebolag,roffes@roffes.se,+4620181818,true,1973,53,5,Bärgning avseende landtransport,other,,6266000,2024,-139000,-212000,4414000,483000,Kreditinstitut,Övriga skulder till kreditinstitut,2293,471487,Övriga skulder till kreditinstitut,2380,459660
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567176747,Zidyllen AB,,+4687703550,true,2006,20,4,Restaurangverksamhet,secondary,,6264000,2025,814000,482000,657000,3000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5562139781,Vessigebro Åkeri Aktiebolag,,+46705566275,true,1982,44,5,"Vägtransport, godstrafik",other,,6227000,2024,351000,67000,1327000,2005000,Kreditinstitut,Övriga skulder till kreditinstitut,2004716,166652,Övriga skulder till kreditinstitut,596240,699058
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568507254,Kök & Bar i Falun AB,jonas@ressult.se,+4623711322,true,2011,15,4,Hotellverksamhet med restaurangrörelse,secondary,,6204000,2024,1922000,1255000,709000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_soft,branch_secondary,has_lender_debt",5591007991,Stedsans AB,mail@stedsans.org,,true,2017,9,5,Hotellverksamhet med restaurangrörelse,secondary,,6188000,2023,-768000,-983000,2058000,2294000,Kreditinstitut,Övriga skulder till kreditinstitut,401816,767772,Övriga skulder till kreditinstitut,409761,361969
8,"AB,revenue_core,employees_core,age_soft,has_lender_debt",5591708010,Fermenterarna Bryggeri AB,niclas@fermenterarna.se,,true,2018,8,2,Framställning av öl,other,,5910000,2025,-239000,16000,1546000,219000,Kreditinstitut,Övriga skulder till kreditinstitut,188543,568587,Övriga skulder till kreditinstitut,372876,517970
8,"AB,revenue_core,employees_soft,age_core,branch_core",5569790438,Sundbyberg Resurs Bygg AB,arielmendia@gmail.com,,true,2014,12,10,Byggande av bostadshus och andra byggnader,core,,6160000,2025,-217000,-215000,1032000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5590073200,STK Sweden AB,contact@stk-sweden.se,,true,2015,11,6,"Vägtransport, godstrafik",other,,6158000,2024,1426000,1151000,4447000,281000,Kreditinstitut,Övriga skulder till kreditinstitut,50,0,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5562270867,Voxna Åkeri Aktiebolag,,+46703762822,true,1983,43,5,"Vägtransport, godstrafik",other,,6126000,2024,-255000,-320000,1076000,603000,Kreditinstitut,Övriga skulder till kreditinstitut,2590,537919,Övriga skulder till kreditinstitut,3283,1134204
8,"AB,revenue_core,employees_soft,age_core,branch_core",5567435796,Y-Ekonomi AB,,,true,2009,17,5,Redovisning och bokföring; skatterådgivning,core,,6119000,2024,339000,29000,996000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5568199193,Tomelilla Advokatbyrå AB,info@tomelillaadvokat.se,+46417511610,true,2010,16,5,Advokatbyråverksamhet,core,,6109000,2024,1532000,1229000,7237000,,,,,,,,
8,"AB,revenue_core,age_core,branch_secondary,has_lender_debt",5564018157,Mauritzberg Aktiebolag,,+4612550100,true,1990,36,0,Uthyrning och förvaltning av egna eller arrenderade industrilokaler,secondary,,6083000,2024,1638000,477000,4871000,173629000,Kreditinstitut,Skulder till kreditinstitut,45203483,45203483,Skulder till kreditinstitut,815,0
8,"AB,revenue_core,age_core,branch_secondary,has_lender_debt",5566848825,Hotellfastigheter i Järvsö AB,olle.larsson@jarvzoo.se,,true,2010,16,0,Hotellverksamhet utan restaurangrörelse,secondary,,6081000,2025,2416000,1047000,2576000,25801000,Kreditinstitut,Övriga skulder till kreditinstitut,40024,853650,Övriga skulder till kreditinstitut,882,000
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5590879408,Månljuset Fastighet Bygg och Markservice AB,,+46707750520,true,2016,10,8,Juridiska byråers verksamhet m.m.,other,,6073000,2024,63000,9000,1206000,263000,Kreditinstitut,Övriga skulder till kreditinstitut,263136,0,Övriga skulder till kreditinstitut,41328,0
8,"AB,revenue_core,employees_core,age_soft,has_lender_debt",5591563969,Åsbergs Kran och Båttransporter AB,asbergs@outlook.com,,true,2018,8,3,"Vägtransport, godstrafik",other,,6025000,2024,719000,144000,2821000,5309000,Kreditinstitut,Övriga skulder till kreditinstitut,1833394,2419949,Övriga skulder till kreditinstitut,732324,848796
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5567922835,UMATRANSPORT AB,,,true,2009,17,5,Mark- och grundarbeten,other,,6021000,2025,-699000,-874000,1823000,1864000,Kreditinstitut,Övriga skulder till kreditinstitut,,2753749,Övriga skulder till kreditinstitut,5574,903777
8,"AB,revenue_core,age_core,branch_secondary,has_lender_debt",5566886486,KLF Kristianstad Logistik och Fastighetsförvaltning AB,daniel.kjellsson@kjellssons.com,,true,2006,20,0,Uthyrning och förvaltning av egna eller arrenderade industrilokaler,secondary,,5960000,2024,706000,244000,14687000,6094000,Kreditinstitut,Övriga skulder till kreditinstitut,6093784,7168780,Övriga skulder till kreditinstitut,1074996,1074996
8,"AB,revenue_core,employees_soft,age_core,branch_core",5569201485,Wetterhouse AB,anders.claesson@bakertilly.se,+46705127745,true,2013,13,1,Revision,core,,5928000,2024,4158000,4231000,2097000,,,,,,,,
8,"AB,revenue_core,employees_core,age_soft,has_lender_debt",5591223655,New Nordic Beverage AB,li.holmberg@newnordicbeverage.se,,true,2017,9,3,Framställning av cider och andra jästa drycker av frukt,other,,5926000,2024,127000,18000,1647000,1177000,Kreditinstitut,Övriga skulder till kreditinstitut,532400,732800,Övriga skulder till kreditinstitut,200400,200400
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568635683,Il Tempo AB,matsalen@iltempo.se,,true,2011,15,3,Restaurangverksamhet,secondary,,5933000,2024,2560000,-88000,5485000,332000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5568975816,Stevick AB,,+4631515128,true,2012,14,5,Magasinering och varulagring,other,,5911000,2024,-1242000,-1033000,891000,922000,Kreditinstitut,Övriga skulder till kreditinstitut,1516,399069,Övriga skulder till kreditinstitut,150000,150000
8,"AB,revenue_core,employees_core,age_soft,branch_core",5591466973,Willerius Advokatbyrå AB,,+46107773732,true,2018,8,2,Advokatbyråverksamhet,core,,5893000,2024,1873000,1481000,1076000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5569897753,Yuksel Lidköping AB,gronsaksgrossisten@gmail.com,,true,2014,12,4,Restaurangverksamhet,secondary,,5892000,2025,800000,668000,1407000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5569990566,Värmdö Snickeri AB,info@varmdosnickeri.se,+468391010,true,2014,12,3,Tillverkning av köksmöbler,secondary,,5806000,2024,51000,15000,2567000,100000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5563685345,lisagruppen AB,,,true,1996,30,2,Restaurangverksamhet,secondary,,5871000,2024,594000,2394000,2864000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567112916,Schenströmska Herrgården Hotell & Konferens AB,linda@schenstromska.se,+4622035057,true,2006,20,2,Hotellverksamhet med restaurangrörelse,secondary,,5852000,2024,-433000,-1131000,3428000,20000000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5565264867,Trojadus Konsult i Malmö AB,,,true,1995,31,6,Redovisning och bokföring; skatterådgivning,core,,5837000,2025,504000,373000,1446000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5566401716,Svedholm Design AB,info@svedholm.se,+46101902080,true,2003,23,2,Tillverkning av kontors- och butiksmöbler,secondary,,5828000,2025,589000,491000,663000,,,,,,,,
8,"AB,revenue_core,employees_core,age_soft,has_lender_debt",5591293468,Sund Flisteknik AB,sundflisteknik@gmail.com,,true,2017,9,3,Mark- och grundarbeten,other,,5810000,2025,-186000,-39000,2814000,4539000,Kreditinstitut,Övriga skulder till kreditinstitut,,1133810,Övriga skulder till kreditinstitut,,963996
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5569134199,Älvkarleö herrgård AB,info@alvkarleoherrgard.se,+462672635,true,2012,14,6,Drift av konferensanläggningar med boende,other,,5790000,2024,-432000,-402000,1044000,1099000,Kreditinstitut,Skulder till kreditinstitut,1099161,1175829,Skulder till kreditinstitut,76668,76668
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5563434819,Norbergs Taxicentral Aktiebolag,,+4622320400,true,1989,37,5,Övrig stödverksamhet avseende landtransport,other,,5789000,2024,-274000,-377000,1197000,428000,Kreditinstitut,Övriga skulder till kreditinstitut,8399,831559,Övriga skulder till kreditinstitut,1839,495508
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5561276378,Träknaggen i Göteryd Aktiebolag,,+4643364088,true,1972,54,2,Annan stödverksamhet avseende transport,secondary,,5774000,2024,-1579000,-1024000,3334000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5590393475,Älven Restaurang & Catering AB,,+4654853171,true,2015,11,3,Restaurangverksamhet,secondary,,5768000,2025,202000,182000,531000,,,,,,,,
8,"AB,revenue_core,employees_core,age_soft,branch_core",5591812309,Simon Advokatbyrå AB,andreas@advokatsimon.se,,true,2018,8,3,Advokatbyråverksamhet,core,,5767000,2025,1833000,1165000,519000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5564264355,Hotell Stortorget AB,Info@hotellosd.se,+4663100500,true,1991,35,3,Hotellverksamhet utan restaurangrörelse,secondary,,5757000,2024,589000,-12000,372000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5563040566,Täckeråker Invest Aktiebolag,info@tackerakerinvest.se,+4687775290,true,1987,39,5,Redovisning och bokföring; skatterådgivning,core,,5756000,2025,1505000,1075000,1636000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5569645152,Håkan Olsson Service AB,,+46723034853,true,2014,12,1,Bearbetning av skördade växter och utsäde,other,,6629000,2025,1618000,950000,953000,3249000,Kreditinstitut,Övriga skulder till kreditinstitut,869045,1000000,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567823488,Thomas Aune Bud & Transport AB,thomas.aune@jetpak.se,+46703257566,true,2009,17,4,Annan stödverksamhet avseende transport,secondary,,5730000,2024,291000,733000,726000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5567862833,by the book AB,contact@bythebook.se,+468304906,true,2010,16,5,Redovisning och bokföring; skatterådgivning,core,,5703000,2025,567000,528000,1326000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568125602,Tjörnarps Snickeri AB,tjornarps.snickeri@telia.com,+4645162527,true,2010,16,4,Tillverkning av dörrar och fönster av trä,secondary,,5689000,2025,334000,332000,554000,11000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5590945902,YaMax Travel AB,info@norrskenlodge.com,+4692710035,true,2016,10,2,Hotellverksamhet utan restaurangrörelse,secondary,,5667000,2025,825000,690000,955000,1835000,,,,,,,
8,"AB,revenue_core,employees_soft,age_soft,branch_secondary,has_lender_debt",5591225148,Ågren Siam Mat AB,,+466031232,true,2017,9,6,Restaurangverksamhet,secondary,,5649000,2024,-299000,-325000,466000,230000,Kreditinstitut,Övriga skulder till kreditinstitut,229805,84571,Övriga skulder till kreditinstitut,23640,23640
8,"AB,revenue_core,employees_core,age_soft,branch_core",5591273775,Wibell Fernström Invest AB,,,true,2017,9,3,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,5627000,2024,1477000,1377000,1089000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5563866242,Vuollerims Snickeriservice Aktiebolag,vuollerimsnickeriservice@gmail.com,+46706038412,true,1990,36,1,Andra bygginstallationer,core,,5611000,2025,2294000,2380000,1048000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567197800,Slottsgården AB,info@slottsgarden.se,+4614329275,true,2007,19,4,Restaurangverksamhet,secondary,,5609000,2024,716000,289000,4304000,6833000,,,,,,,
8,"AB,revenue_core,age_core,branch_secondary,has_lender_debt",5590217443,Virginio Restaurang AB,,,true,2015,11,0,Restaurangverksamhet,secondary,,5583000,2025,136000,63000,492000,564000,Kreditinstitut,Övriga skulder till kreditinstitut,563903,682961,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5590068150,kooma engineering AB,,+46300692010,true,2015,11,5,Teknisk konsultverksamhet inom elteknik,core,,5568000,2025,-345000,14000,1144000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5568887391,larom redovisning AB,maria@larom.se,,true,2012,14,6,Redovisning och bokföring; skatterådgivning,core,,5546000,2025,670000,634000,1300000,,,,,,,,
8,"AB,revenue_core,age_core,branch_secondary,has_lender_debt",5564910981,ÖGIR - Mat & Musik AB,info@lillastation.se,,true,1994,32,0,Hotellverksamhet utan restaurangrörelse,secondary,,5543000,2024,3691000,15000,1095000,545000,Kreditinstitut,Övriga skulder till kreditinstitut,535300,567700,Övriga skulder till kreditinstitut,32,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5564962560,KLEXAB Exportemballage AB,klexab@telia.com,+4640416504,true,1994,32,5,Magasinering och varulagring,other,,5516000,2024,332000,291000,804000,36000,Kreditinstitut,Övriga skulder till kreditinstitut,0,36472,Övriga skulder till kreditinstitut,36472,62496
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5561900811,Hotell Zäta Aktiebolag,,+4663517860,true,1975,51,3,Hotellverksamhet utan restaurangrörelse,secondary,,5493000,2024,306000,5000,1635000,937000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5569779167,Stommen Juridik AB,beatrice@advokatramsell.se,+46723262650,true,2014,12,1,Juridiska byråers verksamhet m.m.,other,,5489000,2024,-2911000,1160000,652000,5887000,Kreditinstitut,Övriga skulder till kreditinstitut,,5000000,Not Skulder till kreditinstitut,8,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5567442735,Trygg Ekonomi i Norden AB,tord@tryggeko.se,+46760161750,true,2011,15,1,Redovisning och bokföring; skatterådgivning,core,,5489000,2024,453000,358000,1299000,297000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5563824142,Viskadalens Redovisning AB,gjtaxiobud@gmail.com,+46317443550,true,1990,36,9,Redovisning och bokföring; skatterådgivning,core,,5483000,2025,-212000,-324000,2149000,427000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567338339,Mora life Åmåsängsgården AB,info@moralife.com,+4625013342,true,2007,19,3,Hotellverksamhet med restaurangrörelse,secondary,,5471000,2024,1344000,544000,1018000,8376000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567632467,Bröd & Bakverk i Kungsbacka AB,,+4630019220,true,2009,17,4,Tillverkning av mjukt matbröd och färska bakverk,secondary,,5446000,2024,483000,350000,835000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5569888216,Proneva AB,info@palmnilsson.se,,true,2014,12,5,Advokatbyråverksamhet,core,,5439000,2025,1112000,2282000,797000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567802987,Wågbro Wärdshus AB,info@wagbrowardshus.se,+46703992125,true,2009,17,3,Hotellverksamhet med restaurangrörelse,secondary,,5420000,2025,59000,24000,572000,449000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5569508137,iiAS i iNTelligent Accounting Services AB,asa.blomqvist@iias.se,+46722328320,true,2013,13,7,Redovisning och bokföring; skatterådgivning,core,,5418000,2025,643000,504000,1458000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5567749030,Värmland Enterprise AB,varmlandhotel@hotmail.com,,true,2012,14,3,Hotellverksamhet med restaurangrörelse,secondary,,5418000,2025,1590000,920000,1147000,3222000,,,,,,,
8,"AB,revenue_core,employees_core,branch_secondary,has_lender_debt",5591998603,Matsas Mat Voxna AB,,,true,2019,7,3,Restaurangverksamhet,secondary,,5414000,2025,600000,497000,301000,423000,Kreditinstitut,Övriga skulder till kreditinstitut,3382,,Övriga skulder till kreditinstitut,210028,223992
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5562982057,ÅIM BYGG I SUNDSVALL AB,info@aberginredningar.se,+46702096007,true,1987,39,3,Tillverkning av kontors- och butiksinredningar,secondary,,5387000,2025,533000,192000,1795000,2204000,,,,,,,
8,"AB,revenue_core,employees_core,age_soft,branch_core",5591650774,VKN Revision & Rådgivning AB,,+46706998760,true,2018,8,4,Revision,core,,5385000,2025,739000,576000,711000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5590603592,Årsta Kök AB,,+468914091,true,2016,10,3,Restaurangverksamhet,secondary,,5373000,2024,384000,290000,1042000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568865793,Riverside Hotel i Ängelholm AB,info@riversidehotel.se,,true,2012,14,3,Hotellverksamhet utan restaurangrörelse,secondary,,5335000,2024,-121000,-125000,188000,53000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5568263437,Vi Ekonomi Hudiksvall AB,lena@viekonomi.com,,true,2010,16,6,Redovisning och bokföring; skatterådgivning,core,,5317000,2025,347000,268000,1152000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5561942607,Sandahls Express Norrköping AB,,,true,2006,20,2,Logistikverksamhet,secondary,,5292000,2024,4000,-2000,3443000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5563912822,Romelebygdens Konsult AB,,+464680000,true,1990,36,8,Övrig stödverksamhet avseende landtransport,other,,5289000,2024,-788000,-830000,1978000,41000,Kreditinstitut,Övriga skulder till kreditinstitut,060000,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568894124,Älvsmagasinet AB,kontakt@alvsmagasinet.se,+4630316789,true,2012,14,4,Restaurangverksamhet,secondary,,5283000,2025,-4000,10000,548000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,has_lender_debt",5568440340,Tuent AB,info@skraphamtarna.se,,true,2011,15,5,Insamling av icke-farligt avfall,other,,5277000,2024,82000,4000,650000,159000,Kreditinstitut,Övriga skulder till kreditinstitut,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5566797733,Hälsinge Hotell AB,info@grandhotell.nu,+46278632800,true,2005,21,2,Hotellverksamhet med restaurangrörelse,secondary,,5259000,2024,202000,110000,220000,284000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5569543712,Kulinarika- Mat&Vinbyrå AB,hej@kulinarika.se,,true,2013,13,4,Restaurangverksamhet,secondary,,5196000,2024,277000,173000,1446000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5569034563,Storebro Boats AB,roger@masab.se,+4649219599,true,2012,14,7,Byggande av fritidsbåtar,core,,4941000,2024,-5038000,493000,4835000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5566264890,Ådata Infosystem AB,support@a-data.nu,+4621183535,true,2002,24,1,Konsultverksamhet avseende företags organisation,core,,5197000,2024,74000,-527000,5983000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5569187122,YA-HA AB,mackan78@gmail.com,+4642146161,true,2013,13,3,Restaurangverksamhet,secondary,,5194000,2024,876000,734000,274000,,,,,,,,
8,"AB,revenue_core,age_soft,branch_core,has_lender_debt",5590944848,Ängagårdens Snickeritjänst AB,info@angagardens.se,,true,2017,9,0,Byggnadssnickeriarbeten,core,,5186000,2024,248000,162000,1698000,216000,Kreditinstitut,Övriga skulder till kreditinstitut,96456,154308,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568432842,Vällingby Bar o Kök AB,,+468872820,true,2011,15,4,Restaurangverksamhet,secondary,,5177000,2024,164000,91000,458000,93000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5568051881,Östra station's Gabriel AB,,,true,2010,16,4,Restaurangverksamhet,secondary,,5161000,2025,222000,132000,1915000,622000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5568724040,PRRV Advokat AB,pr@nordadvokater.se,,true,2015,11,1,Advokatbyråverksamhet,core,,5150000,2024,1949000,1633000,1111000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5569815409,il caffe humleborgen AB,,+4684481810,true,2014,12,3,Restaurangverksamhet,secondary,,5146000,2024,-1063000,-1198000,684000,565000,,,,,,,
8,"AB,revenue_core,employees_core,age_soft,has_lender_debt",5591026785,Tömmeroxen Åkeri AB,anderssonbjarne@live.se,,true,2017,9,3,"Vägtransport, godstrafik",other,,5144000,2025,386000,301000,1019000,641000,Kreditinstitut,Övriga skulder till kreditinstitut,,,Övriga skulder till kreditinstitut,17462,380808
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5566713805,Gust. Ekstedts Bageri & Café AB,info@ekstedtsbageri.se,+4632212572,true,2004,22,4,Tillverkning av mjukt matbröd och färska bakverk,secondary,,5144000,2024,153000,89000,457000,178000,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5565294971,Ulm's Snickeri AB,jonas@ulmssnickeri.se,+4611121520,true,1996,30,6,Tillverkning av övriga byggnads- och inredningssnickerier,core,,5142000,2024,622000,499000,990000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5569538993,Intermark AB,info@wasaparkhotel.se,+46854545300,true,2013,13,4,Hotellverksamhet utan restaurangrörelse,secondary,,5120000,2025,599000,477000,645000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5566770458,Vanitybar AB,info@fafangan.se,+4686429900,true,2005,21,3,Restaurangverksamhet,secondary,,5120000,2024,-3347000,-3420000,2673000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5569665382,Bakstugan i Valinge AB,,,true,2014,12,3,Tillverkning av mjukt matbröd och färska bakverk,secondary,,4848000,2025,156000,534000,272000,250000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5563671733,Zudin Lu Restaurang Aktiebolag,,+4632032394,true,1989,37,4,Restaurangverksamhet,secondary,,5113000,2025,568000,653000,1342000,,,,,,,,
8,"AB,revenue_core,employees_core,age_soft,branch_core",5569504482,iCount AB,osman@icount.se,,true,2018,8,2,Redovisning och bokföring; skatterådgivning,core,,5111000,2025,3055000,2036000,626000,,,,,,,,
8,"AB,revenue_core,employees_soft,age_core,branch_core",5567782338,MFG El & Drift AB,magnus.forsberg@rodatraden.se,+46858026275,true,2009,17,1,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,5108000,2025,745000,-2434000,901000,,,,,,,,
8,"AB,revenue_core,employees_core,branch_secondary,has_lender_debt",5592039019,Valentinas Restauranger AB,info@valentinas.se,,true,2019,7,2,Restaurangverksamhet,secondary,,5094000,2024,-127000,-214000,353000,747000,Kreditinstitut,Övriga skulder till kreditinstitut,275,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5563353928,SM Kalibrering Aktiebolag,info@smkalibrering.se,,true,1988,38,2,"Tillverkning av instrument och apparater för mätning, provning och navigering",secondary,,5092000,2025,1355000,910000,906000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5565358438,Olof Nilson Möbelverkstad AB,info@olofnilson.se,+46451774800,true,1996,30,2,Tillverkning av andra möbler och madrasser,secondary,,5088000,2025,2619000,1998000,1030000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5566446042,MH Wirell i Liatorp AB,,,true,2003,23,3,Tillverkning av andra möbler och madrasser,secondary,,5083000,2025,200000,172000,1434000,,,,,,,,
