orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556800-1217,MOTOFRITZ AB,MOTOFRITZ AB,46630,,46630; 47811; 47813,KUMLA,69233,VÄSTRA DROTTNINGGATAN 22,"Aktiebolaget ska bedriva försäljning och uthyrning av lastmaskiner och fordon jämte därmed förenlig verksamhet. Motorsportverksamhet, bilreparationer, handel med bilreservdelar, specialbyggen och service av motordriva fordon.",2010-02-01,active,,,,
556831-0899,KROXXY OF SWEDEN AB,KROXXY OF SWEDEN AB,46491,,46491,KARLSTAD,65217,STRANDVÄGEN 1 A,"Bolaget skall bedriva handel med plastprodukter inom främst sport-, lek- och byggbranschen samt därmed förenlig verksamhet.",2010-12-09,active,,,,
556842-1381,StarNetwork AB,StarNetwork AB,46491,,46491; 64211,BORÅS,50330,VÄSTERLÅNGGATAN 32  LGH. 1301,Föremålet för bolagets verksamhet är att bedriva partihandel med sport och fritidsartiklar och därmed förenlig verksamhet.,2011-02-15,active,,,,
556778-5570,Matmästaren Värnamo AB,Matmästaren Värnamo AB,47112,,47112,VÄRNAMO,33142,EXPOVÄGEN 2,Bolaget har till föremål för sin verksamhet att bedriva detalj- handelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,2009-03-03,active,,,,
556832-7117,Vapenprodukter Sverige AB,Vapenprodukter Sverige AB,47631,,47631,EDSVALLA,66493,TORPSTÖD KNUTSTORP,"Aktiebolaget ska bedriva handel med vapendelar och utrustning för målskytte, jaktvapen samt tjänstevapen. Företaget kommer också bedriva medieproduktion inom ljud och bild.",2010-12-15,active,,,,
556833-5664,First chair holding AB,First chair holding AB,46420,,46420,TÄBY,18357,HÖGLIDSVÄGEN 36,"Bolaget skall bedriva handel med sportartiklar, verka som holdingbolag och därmed förenlig verksamhet.",2010-12-17,active,,,,
556806-3928,Nya Tärna Vilt AB,Nya Tärna Vilt AB,47112,,47112; 10130; 46321,TÄRNABY,92591,JOESJÖ,"Bolaget ska bedriva förädling och försäljning av viltprodukter, verksamhet inom turism och detaljhandel med dagligvaror samt därmed förenlig verksamhet.",2010-04-22,active,,,,
556846-3128,Aktiebolaget Cattus Data,Aktiebolaget Cattus Data,46501,,46501,VÄXJÖ,35246,SMEDJEGATAN 29,"Försäljning, tillverkning och service av hemelektronik, datorer, kontorsutrustning samt konsultverksamhet inom IT och därmed förenlig verksamhet.",2011-03-17,active,,,,
556827-9888,CC - Corpus Elath AB,CC - Corpus Elath AB,46810,,46810,KARLSTAD,65342,ÄNGGATAN 8,Bolaget ska bedriva handel med och förvaltning av värdepapper och fastigheter samt därmed förenlig verksamhet.,2010-11-26,active,,,,
556786-0241,Perspicace Invest AB,Perspicace Invest AB,47742,,47742; 64994,SMYGEHAMN,23179,LATITUDEN 15,"Bolaget skall bedriva detaljhandel inom optikbranschen, äga och förvalta aktier i optikerkedja samt därmed förenlig verksamhet.",2009-07-15,active,,,,
556787-4705,Kubix AB,Kubix AB,46491,,46491; 77210; 43320,HÖÖR,24336,STENSKOGEN 218,"Bolaget skall bedriva handel med och uthyrning av sport- och hobbyartiklar och därmed förenlig verksamhet. Bolaget skall även bedriva byggnadsverksamhet, installation och montering.",2009-08-19,active,,,,
556812-2062,HemmaTema Sweden AB,HemmaTema Sweden AB,47123,,47123; 47122,MALMÖ,21377,GALOPPGATAN 4,"Bolaget ska bedriva internethandel med el, vvs, bygg och trädgårdsartiklar samt därmed förenlig verksamhet.",2010-06-22,active,,,,
556781-4693,Swe-China Trading AB,Swe-China Trading AB,46720,,46720,ESKILSTUNA,63519,SÖDRA STATIONSVÄGEN 15  HÄLLBERGA,"Aktiebolagets veksamhet ska vara att bedriva import och försäljning av verkstadsutrustning, verktyg och förnödenheter till däckverkstäder samt parkeringstorn jämte därmed förenlig verksamhet.",2009-04-24,active,,,,
556781-5211,Idrottspriser Karlstad AB,Idrottspriser Karlstad AB,47631,,47631,KARLSTAD,65341,RATTGATAN 6,Aktiebolaget ska bedriva försäljning av sport- och presentartiklar.,2009-04-28,active,,,,
556819-9557,Properf Försäljning AB,Properf Försäljning AB,46820,,46820; 64994; 68202,SANDVIKEN,81121,BOX 6,"Bolaget ska bedriva handel med metaller, äga och förvalta fastigheter och aktier samt idka därmed förenlig verksamhet.",2010-09-27,active,,,,
556808-7950,Mon Chérie AB,Mon Chérie AB,46471,,46471; 78100,FÅGELFORS,57972,HAMMARSMEDSBACKEN 3,"Aktiebolaget ska bedriva inköp och försäljning av heminrednings- produkter, försäljning av kläder, textilier, bedriva matservering samt konsultverksamhet avseende rekrytering av personal jämte därmed förenlig verksamhet.",2010-05-19,active,,,,
556824-3942,MyCabin AB,MyCabin AB,46649,,46649; 47123,MOTALA,59132,DRAKVÄGEN 9,"Bolaget ska bedriva import och försäljning av hushållsprodukter såsom vattenfilter och annan utrustning för vattenrening, tvålar, blomkrukor, ljus, ljusstakar och förvaringskärl och inredningsprodukter till detaljhandeln och via egen webbshop såsom lampor och andra belysningsattiraljer, textilier, juldekorationer, skinn, kuddar, korgar, förpackningar, tavlor och skyltar och därmed förenlig verksamhet.",2010-11-08,active,,,,
556823-7605,Purolettfabriken AB,Purolettfabriken AB,46842,,46842; 31003,DJURHAMN,13973,SKEPPARÖVÄGEN 15,"Bolaget ska sälja VVS-produkter och inredningssnickeri, bedriva snickeri och möbeltillverkning samt därmed förenlig verksamhet.",2010-11-03,active,,,,
556823-8744,KT Trading AB,KT Trading AB,47820,,47820,JÄMSHÖG,29392,GAMLA BANVALLEN 90,"Bolagets verksamhet ska vara att bedriva import av bilar, bilreservdelar och bilrelaterade produkter jämte därmed förenlig verksamhet.",2010-11-04,active,,,,
556828-6867,AB Cutting Edge Sweden,AB Cutting Edge Sweden,46141,,46141; 33110; 73300,TULLINGE,14633,BOX 552,Föremålet för bolagets verksamhet är att bedriva försäljning och konstruktion av företrädesvis industritillbehör för metallbearbetning samt tillhörande processoptimering. Bolaget skall även tillhandahålla tekniska konsultationer i huvudsak inom nämnda områden och därmed förenlig verksamhet.,2010-12-01,active,,,,
556797-9223,Barsom Retail AB,Barsom Retail AB,47711,,47711,ÖREBRO,70211,KUNGSGATAN 10,"Bolaget skall bedriva detaljhandel med konfektion och andra produktgrupper som är relaterade till livsstilskoncept främst böcker, möbler och skor, handel med värdepapper och handel med fastigheter samt annan därmed förenlig verksamhet.",2009-12-21,active,,,,
556801-0929,JERO Lastbilar AB,JERO Lastbilar AB,46712,,46712; 64994,ÅSTORP,26540,ÖSTRA VÄGEN 49,Bolaget skall bedriva import och export av och handel med fordon samt handel med värdepapper jämte därmed förenlig verksamhet.,2010-02-19,active,,,,
556827-5472,Poolklubben i Vellinge AB,Poolklubben i Vellinge AB,47521,,47521; 46850,VELLINGE,23532,PERSTORPSGATAN 16,Företaget ska bedriva handel med tillbehör för pooler och spabad.,2010-11-24,active,,,,
556832-8107,Innovative Consulting Uppsala AB,Innovative Consulting Uppsala AB,47612,,47612,UPPSALA,75324,FURUGATAN 2,"Bolaget ska förvalta fast och lös egendom, köpa och sälja. Entreprenad, konsulttjänster inom fastighet, bygg samt därmed förenlig verksamhet.",2010-12-15,active,,,,
556804-0942,Alega Teknik AB,Alega Teknik AB,46720,,46720,KRISTIANSTAD,29151,BYHOLMSVÄGEN 134,Aktiebolagets verksamhet ska vara att bedriva försäljning av material för animalieproduktion och reservdelar och slitdelar till lantbruksmaskiner samt rådgivning inom lantbruksproduktion jämte därmed förenlig verksamhet.,2010-04-08,active,,,,
556842-1811,Infracenter Sverige AB,Infracenter Sverige AB,47123,,47123,HOVÅS,43602,BOX 2073,"Bolaget ska bedriva import och export samt försäljning av företrädesvis infravärme produkter, samt därmed förenlig verksamhet.",2011-02-16,active,,,,
556804-3219,Yxan Uppland AB,Yxan Uppland AB,46649,,46649; 71123,MÅNKARBO,81595,IGGELBO 123,Bolaget skall bedriva verksamhet inom skogsskötsel och förädling av bioenergi samt import och försäljning av bioenergiprodukter och därmed förenlig verksamhet.,2010-04-09,active,,,,
556804-9695,AB Bayrock,AB Bayrock,46620,,46620; 71122,ALINGSÅS,44139,KULLINGSVÄGEN 4,"Bolagets verksamhetsområde består av konsult-, expert- och servicetjänster inom svetsteknik, försäljning och uthyrning av svetsautomation och relaterade produkter såsom enskilda svetsmaskiner, hanteringsutrustning, maskiner för fogberedning, äga fastigheter och aktier samt därmed förenlig verksamhet.",2010-04-14,active,,,,
556828-7998,Sjukgymnast Bengt Norman AB,Sjukgymnast Bengt Norman AB,46460,,46460; 86950,HUDIKSVALL,82433,Promenaden,"Bolaget skall bedriva sjukgymnastik, rehabiliteringsutredningar ävensom konsultationer och utbildning inom området, behandling av belastnings- och idrottsskador, föreläsningar i friskvård, träning, kost, individuella friskvårdsprogram, försäljning av ortopediska skor, sulor och andra artiklar som har samband med rehabilitering och friskvård och därmed förenlig verksamhet.",2010-12-01,active,,,,
556832-3603,Gastronoma Dryckeshandel AB,Gastronoma Dryckeshandel AB,46340,,46340,SOLLENTUNA,19140,ANHALTSVÄGEN 19,"Bolaget skall bedriva partihandel med vin, drycker, dagligvaror samt därmed förenlig verksamhet.",2010-12-14,active,,,,
556838-9976,Expeva AB,Expeva AB,47521,,47521,LIDKÖPING,53140,TRAVERSGATAN 12,Bolagets verksamhet utgörs av installation och försäljning av pooler samt därmed förenlig verksamhet.,2011-01-19,active,,,,
556793-9565,7stera AB,7stera AB,46831,,46831,LINGHEM,58563,BLISTAD FRIGGEBO 1,Aktiebolaget ska bedriva tillverkning och försäljning av bygg- material och därmed förenlig verksamhet.,2009-11-20,active,,,,
556837-5777,IPT Sverige AB,IPT Sverige AB,47123,,47123; 56110,VÄSTERVIK,59361,ALLÉN 54,Föremålet för bolagets verksamhet är att bedriva näthandel med matvaror som riktar sig mot privatpersoner och företag och därmed förenlig verksamhet.  Företaget skall bedriva livsmedelsbutik.,2011-01-10,active,,,,
556808-2464,Hairproducts of Sweden AB,Hairproducts of Sweden AB,46499,,46499; 47752,FRÖSÖN,83251,ÖNEVÄGEN 34,Bolaget ska bedriva tillverkning och import av hårvårdsprodukter samt därmed förenlig verksamhet.,2010-05-11,active,,,,
556806-6988,LVD Konsult AB,LVD Konsult AB,46420,,46420; 46410,BORLÄNGE,78168,GLANS VÄG 60,Bolaget ska ägna sig åt konsultverksamhet inom dataprogrammering och statistik samt undervisning inom nämnda områden. Import och handel med kläder samt därmed förenlig verksamhet.,2010-04-27,active,,,,
556820-2518,Marks & Kattens AB,Marks & Kattens AB,46410,,46410; 47123,VISKAFORS,51532,TEXTILVÄGEN 1,Handel med garn och tillbehör.,2010-09-30,active,,,,
556769-9375,Primlogic AB,Primlogic AB,47401,,47401,SKARA,53237,BRUNSBOGATAN 8,"Bolaget ska bedriva specialiserad butikshandel och service av datorer, mjukvara och kringutrustning, it-relaterade produkter och därmed förenlig verksamhet.",2008-11-17,active,,,,
556801-9177,Mariedalsvägens Bilvård & Service AB,Mariedalsvägens Bilvård & Service AB,47811,,47811; 95311,MALMÖ,21745,MARIEDALSVÄGEN 49,Bolaget ska bedriva bilverkstadsrörelse och handel med bilar samt idka därmed förenlig verksamhet.,2010-03-08,active,,,,
556819-3493,MG Pall AB,MG Pall AB,46189,,46189,GÖTEBORG,40261,BOX 17072,Bolaget ska bedriva handel med alla typer av emballage samt bedriva därmed förenlig verksamhet.,2010-09-20,active,,,,
556806-9982,Pholc AB,Pholc AB,46471,,46471,JÖNKÖPING,55475,MOGÖLSVÄGEN 6,"Bolagets verksamhet är att bedriva tillverkning och försäljning av elektriska armaturer, prydnadsföremål och konsthantverk samt idka därmed förenlig verksamhet.",2010-04-28,active,,,,
556821-9470,Matbutiken i Nora AB,Matbutiken i Nora AB,47112,,47112,NORA,71330,STORGATAN 45,Bolaget har till föremål för sin verksamhet att bedriva detalj- handelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,2010-10-26,active,,,,
556817-1309,Feel Design AB,Feel Design AB,47532,,47532; 74130,BROBY,28992,KARSTORPSVÄGEN 2,"Bolaget skall bedriva konsultverksamhet inom inredning, handel med inredningsprodukter samt därmed förenlig verksamhet.",2010-08-30,active,,,,
556818-8071,Total Functional Training Europe AB,Total Functional Training Europe AB,46491,,46491; 56110,STORLIEN,83799,VINTERGATAN 25,"Bolaget ska bedriva funktionell träning, försäljning av träningsutrustning och kosttillskott, samt idka restaurangverksamhet och därmed förenlig verksamhet.",2010-09-14,active,,,,
556798-0312,GS Nautic AB,GS Nautic AB,47633,,47633,GÖTEBORG,41270,PRYTZGATAN 11,"Bolaget ska bedriva handel med nautiska artiklar i egen regi samt genom agentur och därmed förenlig verksamhet, bedriva coach verksamhet(85.510), Eiltidrottare(93.199), värdepapper (64.992) och fastighetsförvaltning(68.202).",2009-12-22,active,,,,
556822-1542,ProConditio International AB,ProConditio International AB,46860,,46860; 70200,HOVÅS,43651,KVARNLIDEN 9,"Bolagets verksamhet ska bedriva internationell handel med frukt, byggnadsmaterial och skogsprodukter samt konsultverksamhet främst avseende affärsupplägg och därmed förenlig verksamhet.",2010-10-28,active,,,,
556848-4454,Logistore AB,Logistore AB,46649,,46649,GÖTEBORG,40242,BOX 12151,Bolaget skall bedriva import och export av produkter inom materialhantering såsom förvaringsprodukter och därmed förenlig verksamhet.,2011-04-04,active,,,,
556831-1996,Abdul Frisörsalong AB,Abdul Frisörsalong AB,47711,,47711,GÖTEBORG,41723,GUSTAF DALÉNSGATAN 7 A,"Bolaget ska bedriva frisersalong, försäljning av skönhets- produkter, acessoarer och kläder ävensom uthyrning av frisörer, äga och förvalta värdepapper och fastigheter samt därmed förenlig verksamhet.",2010-12-09,active,,,,
556833-6779,Vaniljimporten Norden AB,Vaniljimporten Norden AB,47272,,47272,ÅMÅL,66235,FRYXELLSGATAN 43,Bolaget ska bedriva import och handel med kryddor och produkter baserade på eteriska oljor samt därmed förenlig verksamhet.,2010-12-20,active,,,,
556804-8077,SESO Food & Partihandel AB,SESO Food & Partihandel AB,47112,,47112,MALMÖ,21225,STRÖMGATAN 4,"Föremålet för bolagets verksamhet är import och export, partihandel samt grossistverksamhet med distribution av livsmedel samt därmed förenlig verksamhet.",2010-04-13,active,,,,
556837-8797,Ulvsbo Maskin AB,Ulvsbo Maskin AB,46712,,46712; 43991; 68202; 47811,FAGERSTA,73740,AXEL FORNANDERS VÄG 12,"Föremålet för bolagets verksamhet är att bedriva gräventreprenad, uthyrning av entreprenadmaskiner, handel med entreprenadmaskiner, bilar och lastbilar samt handel med och förvaltning av fast egendom och värdepapper och därmed förenlig verksamhet.",2011-01-12,active,,,,
556844-7311,Great Victor AB,Great Victor AB,46420,,46420,NORRKÖPING,60365,BOCKSPRÅNGET 21,Företaget ska bedriva konsultverksamhet inom internationell handel.,2011-03-07,active,,,,
556828-0548,NORD-FARM AB,NORD-FARM AB,46210,,46210,JOHANNESHOV,12139,ULRICEHAMNSVÄGEN 15,Bolaget skall idka marknadsföring och försäljning i Europa och övriga världen av djurfodertillskott och därmed förenlig verksamhet.,2010-11-26,active,,,,
556828-5026,M. Surer AB,M. Surer AB,47112,,47112,SKÖVDE,54148,ÖVRE HASSELBACKVÄGEN 3,Bolaget ska bedriva verksamhet inom livsmedel.,2010-11-30,active,,,,
556839-7433,Brinken Antik AB,Brinken Antik AB,47791,,47791,STOCKHOLM,11262,LUXGATAN 9,"Aktiebolaget ska bedriva antikhandel, samt därmed förenlig verksamhet.",2011-01-27,active,,,,
556847-2954,Thodenius Education Aktiebolag,Thodenius Education Aktiebolag,46491,,46491; 93191; 47631; 46110,KLIPPAN,26491,HAGEN 1140,"Aktiebolaget ska bedriva träning av hästar och ryttare, utbildning av hästar samt förmedling av hästar vid försäljning, försäljning av sadlar och andra häst- och ryttar- artiklar samt därmed förenlig verksamhet.",2011-03-24,active,,,,
556800-4245,Speedmaster Invest AB,Speedmaster Invest AB,47761,,47761,STOCKHOLM,11269,GRUBBENSTORGET 2,"Föremål för bolagets verksamhet är att äga, förvalta och bedriva handel med fast och lös egendom i form av värdepapper och andra finansiella instrument, placera kapital, bedriva konsultverksamhet inom finansiella tjänster samt annan därmed förenlig verksamhet. Bedriva butik och floristverksamhet, inklusive men inte begränsat till skapande av buketter, försäljning och förvaring av varor som är kopplade till verksamheten. Utbildning och kurser kopplade till floristverksamheten.",2010-02-08,active,,,,
556789-7797,Matbutiken i Nyfors AB,Matbutiken i Nyfors AB,47112,,47112,LAXÅ,69530,CENTRUMTORGET 22,Bolaget har till föremål för sin verksamhet att bedriva detalj- handelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,2009-09-29,active,,,,
556775-6571,Hallsta Utemöbler outlet Aktiebolag,Hallsta Utemöbler outlet Aktiebolag,47552,,47552,HALLSTAHAMMAR,73432,NIBBLEPLAN 1,"Bolaget skall bedriva grossist- och internetförsäljning med möbler, inredning samt presentartiklar och därmed förenlig verksamhet.",2009-01-12,active,,,,
556779-0794,Admitto International AB,Admitto International AB,46900,,46900; 62100,VALBO,81833,HEDVÄGEN 4,Aktiebolaget ska bedriva personaluthyrning och rekrytering av personal samt försäljning och affärsutveckling inom tjänstesektorn samt övrig därmed förenlig verksamhet.,2009-03-05,active,,,,
556795-6023,GAFFA Sverige AB,GAFFA Sverige AB,47621,,47621,GÖTEBORG,41105,KVARNBERGSGATAN 2,"Föremålet för bolagets verksamhet är att bedriva utgivning av tidningar och internetpublikationer, idka konsultverksamhet inom tidningsutgivningsområdet med inriktning på musik och annan kulturell verksamhet samt annan därmed jämförlig verksamhet.",2009-12-02,active,,,,
556809-3743,Corner One AB,Corner One AB,46160,,46160,UMEÅ,90104,BOX 127,Bolaget skall mot provision förmedling av varor och tjänster främst inom sport- och fritidsbranschen och därmed förenlig verksamhet.,2010-05-25,active,,,,
556799-2226,Sportmann Sverige AB,Sportmann Sverige AB,47711,,47711; 47712; 47721,BOLLEBYGD,51736,ÖVRE SÖRGÅRDEN 2,"Bolaget ska bedriva detaljhandelsrörelse, företrädesvis inom kläder, fotbeklädnader och huvudbonader genom försäljning via varuhus, stormarknader och Internet. Bolaget ska vidare bedriva import och export avseende dessa varor. Bolaget ska vidare investera i onoterade aktier, värdepapper och andelar i andra bolag samt fodringar, förutsatt att dessa investeringar avser likartade verksamheter.",2010-01-14,active,,,,
556816-7901,Nya Asklunds Blommor AB,Nya Asklunds Blommor AB,47761,,47761,SÄVSJÖ,57635,KOPPARSLAGAREGATAN 1,Bolaget ska bedriva blomsterhandel.,2010-08-26,active,,,,
556813-5197,NS Sweden AB,NS Sweden AB,46610,,46610; 77390,SKARA,53294,ÖRNSRO GATEBO,"Bolaget ska bedriva förmedlings- och försäljningsverksamhet med i huvudsak last- och jordbruksmaskiner, inventarier såsom trävaror, möbler, lampor, textilier, glas- och porslinsföremål samt därmed förenlig verksamhet.",2010-07-02,active,,,,
556794-2122,TTN Bil & Maskinverkstäder AB,TTN Bil & Maskinverkstäder AB,47811,,47811,NYKVARN,15533,NORRA STATIONSVÄGEN 22,"Bolaget ska bedriva köp och försäljning av bilar och reservdelar, reparation av bilar, köp och försäljning av fastigheter och värdepapper samt därmed förenlig verksamhet.",2009-11-23,active,,,,
556814-7366,Nessa Water AB,Nessa Water AB,46340,,46340; 72109,STOCKHOLM,10242,BOX 5056,"Bolaget ska bedriva forskning, utveckling, tillverkning och marknadsföring inom området för funktionella livsmedel med särskild inriktning på drycker samt driva annan därmed förenlig verksamhet.",2010-07-13,active,,,,
556833-1440,Gruppverket Uppsala AB,Gruppverket Uppsala AB,46420,,46420,UPPSALA,75437,NÄCKROSGATAN 5 F,"Föremålet för bolagets verksamhet skall vara revision, redovisning, lönehantering och skatterådgivning och därmed förenlig verksamhet",2010-12-16,active,,,,
556823-3422,Blå Shopping AB,Blå Shopping AB,47123,,47123,SKEGRIE,23169,SKEGRIE KYRKVÄG 21,"Bolaget ska bedriva försäljning av varor inom heminrednings- artiklar, leksaker, kläder över internetbutik och detaljhandel och därmed förenlig verksamhet.",2010-11-02,active,,,,
556825-9724,Lantz & Lüdicke AB,Lantz & Lüdicke AB,46649,,46649; 64994; 71122,KÅLLEKÄRR,47193,BROK 45,"Bolaget ska bedriva handel med varor och tjänster inom energieffektivisering för industri/konsument, äga och förvalta värdepapper och därmed förenlig verksamhet.",2010-11-17,active,,,,
556836-6024,Anundsjö Elektriska AB,Anundsjö Elektriska AB,47541,,47541,BREDBYN,89592,VÄSTERGENSJÖ 279,Bolaget skall bedriva försäljning och installation av elektronisk utrustning såsom elinstallationsmaterial och elektroniska kapitalvaror samt därmed förenlig verksamhet.,2011-01-03,active,,,,
556826-0086,KAMADEVA AB,KAMADEVA AB,47910,,47910; 47920,LOMMA,23436,Slättängsgatan 11,"Bolagets verksamhet ska vara att utveckla och driva E-handels- plattformar på internet, där försäljning av friskvårdsprodukter och intimartiklar kommer att ske. Bolaget ska bedriva import och export av samtliga försäljningsprodukter samt idka därmed förenlig verksamhet.",2010-11-17,active,,,,
556837-7096,Caspiration AB,Caspiration AB,47691,,47691,ROCKNEBY,39593,TRÄDOKTORNS VÄG 2,"Bolaget ska bedriva Försäljning, service och uthyrning av musik- och datorutrustning i både butik och e-handel.",2011-01-11,active,,,,
556839-4752,SkrotSmart Malmö AB,SkrotSmart Malmö AB,46872,,46872,NÄSSJÖ,57141,TUVEGATAN 3,"Bolaget ska utföra transporter, skrothantering, markarbete samt uthyrning av personal inom byggnadsbranschen.",2011-01-25,active,,,,
556804-6774,24 Optics Sweden AB,24 Optics Sweden AB,47123,,47123,GARPENBERG,77698,HERRGÅRDSVÄGEN 123,"Bolaget skall bedriva detalj och webbhandel med optiska produkter såsom kompletta glasögon, solglasögon och kontaktlinser samt därmed förenlig verksamhet.",2010-04-12,active,,,,
556833-7488,Kalenius Consulting AB,Kalenius Consulting AB,47122,,47122,EKSHÄRAD,68360,NOREVÄGEN 15,Försäljning till service- fack- & dagligvaruhandeln och Norsk Gränshandel inom tobak och tobakstillbehör i Värmland och Dalarna och därmed förenlig verksamhet.,2010-12-20,active,,,,
556828-3369,Wallenius Collection AB,Wallenius Collection AB,47551,,47551,GÖTEBORG,41134,GÖTABERGSGATAN 1,"Bolaget skall bedriva försäljning, handel och e-handel med möbler, hemtextil och inredningsdetaljer, äga och förvalta värdepapper, utveckling och förvaltning av fastigheter samt därmed förenlig verksamhet.",2010-11-29,active,,,,
556792-5259,PK-BioCommerce AB,PK-BioCommerce AB,46160,,46160,UPPSALA,75591,VÄSTERÅKERS-BJÖRK 65,Bolaget ska bedriva konsultverksamhet inom Diagnostik och Life Sciences. Bolaget ska bedriva hästverksamhet.,2009-11-04,active,,,,
556806-5857,Vacker Sverige AB,Vacker Sverige AB,47751,,47751; 96210,HELSINGBORG,25667,MANGÅRDSGATAN 1 J NB,Föremålet för bolagets verksamhet är att bedriva skönhetsrelaterad verksamhet genom försäljning av produkter och tjänster samt därmed förenlig verksamhet.,2010-04-26,active,,,,
556844-9325,C & L Agency AB,C & L Agency AB,47711,,47711,VALLENTUNA,18691,HAGABERG 3,"Bolaget ska bedriva handel med kläder, strumpor och accessoarer, designa egna kollektioner, bedriva agenturverksamhet samt konsultationer i anslutning härtill och därmed förenlig verksamhet.",2011-03-08,active,,,,
556845-6106,Primex Plastics AB,Primex Plastics AB,46189,,46189,SKÄNNINGE,59634,JÄRNVÄGSGATAN 1,Bolaget ska bedriva agenturverksamhet med plastskivor och handel med dessa samt därmed förenlig verksamhet.,2011-03-11,active,,,,
556826-8493,Easy House Sweden AB,Easy House Sweden AB,46130,,46130; 41000; 46831; 71121,SÄVEDALEN,43361,SKOLVÄGEN 52,"Bolaget skall bedriva försäljning av moderna enkla byggnader till friggebodar, fritidshus, campingstugor, båthus och villavagnar.",2010-11-22,active,,,,
556820-3052,Sing Sing Lili AB,Sing Sing Lili AB,47112,,47112; 56110,GÄVLE,80252,SÖDRA KUNGSGATAN 40,"Bolaget skall bedriva livsmedelshandel med inriktning mot Asien, försäljning av hämtmat och därmed förenlig verksamhet.",2010-09-30,active,,,,
556846-4720,Docky Marin AB,Docky Marin AB,46141,,46141; 70200; 69201,TROSA,61933,HEMMANSVÄGEN 2,"Bolaget skall producera, sälja och hyra ut produkter inom marina området samt bedriva därmed förenlig verksamhet. Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg",2011-03-18,active,,,,
556799-5682,Verktygsstallet AB,Verktygsstallet AB,46841,,46841; 46620; 46730,VIMMERBY,59840,BOLAGSGATAN 12,Bolaget ska bedriva handel med bygg- VVS- och elvaror samt därmed förenlig verksamhet.,2010-01-20,active,,,,
556802-7162,Nettooptik Sverige AB,Nettooptik Sverige AB,47742,,47742,BROMMA,16867,ULVSUNDAVÄGEN 174,"Föremålet för bolagets verksamhet är optik firma, synundersökning, tillverkning och försäljning av glasögon, import och export av glasögon och optisk utrustning, handel och försäljning av linser och glasögon på internet och därmed förenlig verksamhet.",2010-03-23,active,,,,
556773-9809,Skatans Rökeri & Deli AB,Skatans Rökeri & Deli AB,47230,,47230; 10200,NJURUNDA,86296,SKATAN 192,Bolaget ska driva rökeriverksamhet och dagligvaruhandel samt därmed förenlig verksamhet.,2008-12-22,active,,,,
556806-4447,Nollåttans Design & Livsstil AB,Nollåttans Design & Livsstil AB,47123,,47123; 46471; 47401; 77220; 47542,MÖLNBO,15360,ROSENDALSVÄGEN 37,"Bolaget ska bedriva import och export över postorder av detaljhandelsvaror främst kosttillskott, möbler, vvs- och byggvaror. Försäljning av presentartiklar, hushållsprodukter såsom hushållsmaskiner, kök och vitvaror samt livsmedel. Bolaget kommer bedriva event och uthyrning av spel och nöjesprodukter såsom spelautomater, hoppslott, casinobord samt inköp och försäljning av dessa. Installation och försäljning av radio, TV och datorer samt därmed förenlig verksamhet. Golv- och väggbeläggningsarbeten. Bolaget ska även bedriva handel med värdepapper och därmed förenlig verksamhet.",2010-04-23,active,,,,
556813-1998,Sydsveriges Trading AB,Sydsveriges Trading AB,46712,,46712; 68110; 47811; 68202,TRELLEBORG,23162,PERSÅKERSVÄGEN 13,"Bolaget ska bedriva fastighetsförvaltning och därmed förenlig verksamhet samt handel med lastbilar, personbilar och specialfordon inom Sverige och EU- länderna.",2010-07-01,active,,,,
556816-4494,Swetarget AB,Swetarget AB,47789,,47789; 25530,KLIPPAN,26493,HYLLSTOFTA 6590,Bolaget skall bedriva försäljning av skytterelaterade produkter samt utföra svetsarbete företrädesvis till industrin samt därmed förenlig verksamhet.,2010-08-20,active,,,,
556809-6233,Misen Enterprises AB,Misen Enterprises AB,46649,,46649,GÖTEBORG,41136,KUNGSPORTSAVENYEN 32,Bolaget skall direkt eller indirekt genom hel- eller delägda bolag äga och förvalta fast och lös egendom samt bedriva därmed förenlig verksamhet.,2010-05-27,active,,,,
556794-4573,Grön Värld Svenska AB,Grön Värld Svenska AB,46720,,46720; 93199; 71124; 46420; 74990,VÄXJÖ,35593,ÖJABY HAGUDDEN 14,"Bolaget skall bedriva försäljning av bildelar, kläder, tävlingsverksamhet inom bilsport, företagsevent, konsultverksamhet inom miljö, innovationer inom skilda områden samt därmed förenlig verksamhet.",2009-11-25,active,,,,
556829-2691,Myonly AB,Myonly AB,47711,,47711; 70200; 85510,STOCKHOLM,11251,LUSTGÅRDSGATAN 14  7TR,"Bolaget skall bedriva handel med barnkläder, accessoarer och barnskor, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",2010-12-03,active,,,,
