orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,county,municipality,post_place,zip_code,address,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,status,phone,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug
556766-9188,Capo AB,Capo AB,E-handel,E-handel,"E-handel; E-handel - Program, system; Reklambyråer",Västra Götaland,Göteborg,Göteborg,41103,Odinsgatan 13,8620000,2024-12,sweet_spot,true,7,,+46 31 14 14 40,mattias.ericson@capo.se,https://www.capo.se,https://www.capo.se,https://www.allabolag.se/foretag/capo-ab/goteborg/-/2K2UH1GI5YDVM,already_present,,
556120-8090,Lasses Leksaker Aktiebolag,Lasses Leksaker Aktiebolag,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Södermanland,Eskilstuna,Eskilstuna,632 18,Nybrogatan 4,8557000,2024-12,sweet_spot,true,5,,016130335,,,http://www.leklust.se/butiker/eskilstuna/,https://www.allabolag.se/foretag/lasses-leksaker-aktiebolag/eskilstuna/-/2JYZZMII5YHPS,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lasses+leksaker+ab/eskilstuna/fhakrvyhi | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559085-2462,Hudvårdskompaniet Sverige AB,Hudvårdskompaniet Sverige AB,Hudvård,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Detaljhandel; Butikshandel",Kalmar,Vimmerby,Vimmerby,598 37,Sevedegatan 29,8413000,2024-12,sweet_spot,true,7,,,,,https://www.hudvardskompaniet.se/,https://www.allabolag.se/foretag/hudvardskompaniet-sverige-ab/vimmerby/-/2KGNDDAI63IIB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/hudvardskompaniet-vastervik/v%C3%A4stervik/lqbbilqv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556298-6637,Haglunds Mode Aktiebolag,Haglunds Mode Aktiebolag,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Dalarna,Mora,Mora,792 30,Fridhemsplan 2,7999000,2025-04,sweet_spot,true,4,,025010698,,,https://haglundsmode.se,https://www.allabolag.se/foretag/haglunds-mode-aktiebolag/mora/-/2K023YLI63II4,brave,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_candidates:57 | brave_picked:haglundsmode.se(score=22)
556572-7491,Albins Leksaker i Hudiksvall AB,Albins Leksaker i Hudiksvall AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Gävleborg,Hudiksvall,Hudiksvall,824 30,Storgatan 24,7969000,2024-12,sweet_spot,true,5,,,,,http://www.leklust.se,https://www.allabolag.se/foretag/albins-leksaker-i-hudiksvall-ab/hudiksvall/-/2K1OUTFI5YHPS,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/albins+leksaker+i+hudiksvall/hudiksvall/icqzlcsy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556947-2524,Sickla Kemtvätt & Skrädderi Sko o Nyckelservice AB,Sickla Kemtvätt & Skrädderi Sko o Nyckelservice AB,Skor,Skor,Reparatörer; Skor; Läder och lädervaror; Tvätterier,Stockholm,Nacka,Nacka,131 54,Simbagatan 17,7759000,2025-04,sweet_spot,true,6,,0894976007,,,https://sicklakemtvatt.se,https://www.allabolag.se/foretag/sickla-kemtvatt-och-skradderi-sko-o-nyckelservice-ab/nacka/-/2K3X4I4I5YHGY,brave,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_candidates:54 | brave_picked:sicklakemtvatt.se(score=14)
556954-0213,Hallmans Skomakeri & Skor AB,Hallmans Skomakeri & Skor AB,Skor,Skor,"Skor - detaljister; Detaljhandel; Butikshandel; Kläder, skor; Skor; Läder och lädervaror; Reparatörer",Stockholm,Stockholm,Stockholm,113 39,Birkagatan 14,7699000,2025-12,sweet_spot,true,7,,,,,http://hallmansskor.com/,https://www.allabolag.se/foretag/hallmans-skomakeri-och-skor-ab/stockholm/-/2K3YKQDI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/hallmans+skomakeri+och+skor+ab/stockholm/icsbddjm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556589-2998,Hudvårdshögskolan International Beauty School of Sweden AB,Hudvårdshögskolan International Beauty School of Sweden AB,Hudvård,Skolor och utbildning,Skolor och utbildning; Hudvårdsprodukter,Stockholm,Nacka,Nacka,131 54,Smedjegatan 18,7685000,2025-06,sweet_spot,true,6,,086533641,,,https://www.hudvardshogskolan.se/,https://www.allabolag.se/foretag/hudvardshogskolan-international-beauty-school-of-sweden-ab/nacka/-/2K1SEIUI63IKI,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/hudv%C3%A5rdsh%C3%B6gskolan+ibs/nacka/jcpvyiaak | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556847-1444,Bärget Macken,TC Karlsson Bensin AB,Smycken,Bensinstationer,Bensinstationer; Butikshandel,Dalarna,Ludvika,GRÄNGESBERG,77230,Kopparbergsvägen 45,7379000,2025-04,sweet_spot,true,3,,0240-211 38,kontakt@uc.se,,,https://www.allabolag.se/foretag/barget-macken/ludvika/-/2K3BO2CI63IMA,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_candidates:68 | brave_no_name_match | ddg_candidates:10 | ddg_no_name_match
556771-1840,Heinz Pettersson Göteborgs trädgårdar AB,Heinz Pettersson Göteborgs trädgårdar AB,Trädgård,Trädgårdsanläggningar,Trädgårdsanläggningar; Parkanläggningar,Västra Götaland,Mölndal,LINDOME,43731,Sagbäcksvägen 1,7343000,2025-12,sweet_spot,true,5,,0701-761712,info@goteborgstradgardar.se,https://www.goteborgstradgardar.se,https://www.goteborgstradgardar.se,https://www.allabolag.se/foretag/heinz-pettersson-goteborgs-tradgardar-ab/molndal/-/2K2VDY8I5YI51,already_present,,
556938-0446,Carolinas Hälsokost Syd AB,Carolinas Hälsokost Syd AB,Hälsokost,Livsmedel,"Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel",Skåne,Ystad,Ystad,271 34,Stora Östergatan 14,7271000,2025-08,sweet_spot,true,6,,,,,,https://www.allabolag.se/foretag/carolinas-halsokost-syd-ab/ystad/-/2K3V5GEI5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_candidates:59 | brave_no_name_match | ddg_candidates:12 | ddg_no_name_match
556752-7816,Öbergs Modehus i Ystad AB,Öbergs Modehus i Ystad AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Skåne,Ystad,Ystad,271 34,Stora Östergatan 24,7220000,2025-08,sweet_spot,true,3,,,,,https://obergsmodehus.se/,https://www.allabolag.se/foretag/obergs-modehus-i-ystad-ab/ystad/-/2K2RFYGI63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/%C3%B6bergs+modehus+i+ystad+ab/ystad/mggtttd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559006-5180,Youhannas Salonger i Stockholm AB,Youhannas Salonger i Stockholm AB,Skor,Skor,Hudvårdsprodukter; Skor; Läder och lädervaror; Reparatörer; Livsmedel; Detaljhandel; Butikshandel; Uthyrning; Arbetskraftstjänster,Stockholm,Stockholm,Spånga,163 62,Glömmingegränd 16,7210000,2024-12,sweet_spot,true,14,,,,,,https://www.allabolag.se/foretag/youhannas-salonger-i-stockholm-ab/stockholm/-/2KG6HWCI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_candidates:57 | brave_no_name_match | ddg_candidates:10 | ddg_no_name_match
556934-7171,Odens Smycke AB,Odens Smycke AB,Smycken,"Klockor, ur","Klockor, ur; Guld, silver, ädelstenar; Grossister",Stockholm,Stockholm,Stockholm,,,7204000,2025-06,sweet_spot,true,2,,,,,https://odenssmycke.se,https://www.allabolag.se/foretag/odens-smycke-ab/stockholm/-/2K3UFS3I5YEZ0,brave,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_candidates:70 | brave_picked:odenssmycke.se(score=22)
556656-5155,Madame Chic Kosmetika AB,Madame Chic Kosmetika AB,Kosmetika,"Kemikalier, industrikemikalier - tillverkning","Kemikalier, industrikemikalier - tillverkning; Kemikalier, industrikemikalier; Producenter",Västra Götaland,Vara,Vara,534 50,Gradgatan 2,7147000,2025-04,sweet_spot,true,5,,051292021,,,https://www.madame-chic.se,https://www.allabolag.se/foretag/madame-chic-kosmetika-ab/vara/-/2K26T5VI63IHZ,brave,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_candidates:49 | brave_picked:madame-chic.se(score=14)
556857-2175,Värmepumpar i Norr AB,Värmepumpar i Norr AB,Skor,Skor,Byggmästare; Skor; Läder och lädervaror; Reparatörer,Norrbotten,Luleå,Luleå,975 94,Förmansvägen 10 Lgh 1001,7126000,2024-12,sweet_spot,true,2,,,,,http://xn--vrmepumpar-i-norr-qqb.se/,https://www.allabolag.se/foretag/varmepumpar-i-norr-ab/lulea/-/2K3DTSFI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/v%C3%A4rmepumpar+i+norr+ab/gammelstad/cmrbhjlo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556524-7037,Ekonomiq i Norrort AB,Ekonomiq i Norrort AB,Mode,"Redovisning, bokföring","Redovisning, bokföring; Skatterådgivning; Företagsutveckling",Stockholm,Täby,Täby,187 15,Polygonvägen 69,7113000,2025-12,sweet_spot,true,5,,08-7551310,Info@ekonomiq.se,https://ekonomiq.se/,https://ekonomiq.se/,https://www.allabolag.se/foretag/ekonomiq-i-norrort-ab/taby/-/2K1EK3HI5YGRY,already_present,,
559224-7919,Helenes Mode & Interiör AB,Helenes Mode & Interiör AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Jönköping,Jönköping,Jönköping,553 21,Smedjegatan 3,7080000,2024-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/helenes-mode-och-interior-ab/jonkoping/-/2KHHA3ZI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_failed:HTTP 429 for https://search.brave.com/search?q=Helenes%20Mode%20%26%20Interi%C3%B6r%20AB%20hemsida | ddg_candidates:10 | ddg_no_name_match
556217-9886,Solhem Inredning AB,Solhem Inredning AB,Heminredning,Detaljhandel - annat,Detaljhandel - annat; Detaljhandel,Stockholm,Stockholm,,,,6968000,2024-12,sweet_spot,true,1,,,,,https://www.solheminredning.se,https://www.allabolag.se/foretag/solhem-inredning-ab/stockholm/-/2JZKTGUI63ILV,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:solheminredning.se(score=22)
556657-2201,Treadworld AB,Treadworld AB,Skor,Skor,"Skor; Skor och tillbehör - produktion; Producenter; Sport; Sport - grossist; Grossister; Ljudanläggningar, ljusanläggningar, bildanläggningar; Sportanläggningar",Örebro,Lekeberg,Fjugesta,716 93,Hallsberg Norrgården 1 c,6932000,2026-03,sweet_spot,true,4,,040469770,,,http://www.treadworld.se,https://www.allabolag.se/foretag/treadworld-ab/lekeberg/-/2K26YLLI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/treadworld-ab/kumla/mqseiact | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556893-6628,Happies Leksaker AB,Happies Leksaker AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Stockholm,Stockholm,Stockholm,120 61,Hammarby Allé 88,6878000,2025-03,sweet_spot,true,5,,,,,https://happiesleksaker.se,https://www.allabolag.se/foretag/happies-leksaker-ab/stockholm/-/2K3LN04I5YHPS,mojeek,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_picked:happiesleksaker.se(score=22)
556024-5127,HESTRA 1919 HEAB AB,HESTRA 1919 HEAB AB,Skor,Skor,Konfektion; Kläder - produktion; Producenter; Skor; Skor och tillbehör - produktion,Jönköping,Gislaved,Hestra,335 71,Terassvägen 2,6586000,2025-06,sweet_spot,true,1,,,,,https://www.hestra.se,https://www.allabolag.se/foretag/hestra-1919-heab-ab/gislaved/-/2JYFCLJI5YHGY,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:hestra.se(score=14)
559052-8310,E-Profil Svenska AB,e-Profil Svenska AB,E-handel,E-handel,E-handel; Konfektion; Kläder; Grossister; Reklambyråer,Stockholm,Täby,Täby,183 68,Södra Catalinagränd 3 B,6568000,2025-03,sweet_spot,true,2,,,,http://eprofil.se/,http://eprofil.se/,https://www.allabolag.se/foretag/e-profil-svenska-ab/taby/-/2KGGF92I5YDVM,already_present,,
556284-8308,Smyckeboden i Uppsala Aktiebolag,Smyckeboden i Uppsala Aktiebolag,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Uppsala,Uppsala,Uppsala,753 32,S:T Olofsgatan 30,6566000,2025-08,sweet_spot,true,4,,018130276,,,http://www.smyckeboden.se,https://www.allabolag.se/foretag/smyckeboden-i-uppsala-aktiebolag/uppsala/-/2JZZ584I63IL5,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/smyckeboden-i-uppsala-ab/uppsala/ngrtfkmg | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559160-5182,Smycka Butiksbolaget i Mölndal AB,Smycka Butiksbolaget i Mölndal AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel; Detaljhandel; Postorder/e-handel",Västra Götaland,Mölndal,Mölndal,431 30,Medborgaregatan 8,6521000,2025-04,sweet_spot,true,4,,,,,http://www.smycka.se/,https://www.allabolag.se/foretag/smycka-butiksbolaget-i-molndal-ab/molndal/-/2KH3I66I63IL5,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/smycka/m%C3%B6lndal/mttuyicst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556845-5025,Thomsen Guld och Smycken AB,Thomsen Guld och Smycken AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Kronoberg,Växjö,Växjö,352 30,Sandgärdsgatan 9,6488000,2025-06,sweet_spot,true,4,,047015170,,,http://thomsenguld.se/,https://www.allabolag.se/foretag/thomsen-guld-och-smycken-ab/vaxjo/-/2K3BBE9I63IL5,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/thomsen+guld+och+smycken+ab/v%C3%A4xj%C3%B6/mmgsziap | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559189-9090,ZB Allt Inom Trädgårdsservice AB,ZB ALLT INOM TRÄDGÅRDSSERVICE AB,Trädgård,Parkanläggningar,Parkanläggningar,Skåne,Staffanstorp,Staffanstorp,245 46,Spannmålsgränd 18,6363000,2024-12,sweet_spot,true,10,,070-942 79 01,,https://www.zbtradgard.se/index.html,https://www.zbtradgard.se/index.html,https://www.allabolag.se/foretag/zb-allt-inom-tradgardsservice-ab/staffanstorp/-/2KH9SYAI63IJW,already_present,,
556695-3138,Anders Johnsson Mode AB,Anders Johnsson Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Östergötland,Linköping,Linköping,581 28,Västra Svedengatan 7 b,6315000,2024-12,sweet_spot,true,4,,013100201,,,https://www.anotherstore.se/,https://www.allabolag.se/foretag/anders-johnsson-mode-ab/linkoping/-/2K2F4J6I63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/another+store+link%C3%B6ping/link%C3%B6ping/lpqueigb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556877-7204,BJ's Mode AB,BJ's Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor; Kosmetik, parfym och frisörartiklar",Östergötland,Linköping,Linköping,582 22,Ågatan 21 b,6190000,2025-07,sweet_spot,true,3,,013130409,,,https://www.bjsmode.se,https://www.allabolag.se/foretag/bj-s-mode-ab/linkoping/-/2K3I7ZOI63II4,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:bjsmode.se(score=22)
559154-9752,Lindén & Mickelsson Mode AB,Lindén & Mickelsson Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Gävleborg,Ljusdal,Ljusdal,827 32,Norra Järnvägsgatan 39,6087000,2025-01,sweet_spot,true,3,,,,,https://www.kvarteretlarkan.se/,https://www.allabolag.se/foretag/lind-n-och-mickelsson-mode-ab/ljusdal/-/2KH2BEGI63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/fifty+fifty/ljusdal/aagbxicop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559357-0962,CH Mode i Ljusdal AB,CH Mode i Ljusdal AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Gävleborg,Ljusdal,Ljusdal,827 31,Bjuråkersvägen 1,6058000,2025-01,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/ch-mode-i-ljusdal-ab/ljusdal/-/2KI9MZ6I63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_failed:HTTP 429 for https://search.brave.com/search?q=CH%20Mode%20i%20Ljusdal%20AB%20hemsida | ddg_candidates:10 | ddg_no_name_match
556064-0210,Aima Mode AB,Aima Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Kalmar,Kalmar,Kalmar,392 32,Larmtorget 18,6032000,2025-04,sweet_spot,true,2,,048015087,,,https://aimastore.com,https://www.allabolag.se/foretag/aima-mode-ab/kalmar/-/2JYNTG2I63II4,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:aimastore.com(score=12)
559179-7153,Farsta Snabbtvätt & Skrädderi AB,Farsta Snabbtvätt & Skrädderi AB,Skor,Skor,Skor; Läder och lädervaror; Reparatörer; Tvätterier,Stockholm,Stockholm,Farsta,123 47,Farstaplan 2,6023000,2025-04,sweet_spot,true,6,,,,,https://farstacentrum.se,https://www.allabolag.se/foretag/farsta-snabbtvatt-och-skradderi-ab/stockholm/-/2KH7MAPI5YHGY,mojeek,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:16 | mojeek_picked:farstacentrum.se(score=14)
556976-8079,TB Leksaker AB,TB Leksaker AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Stockholm,Södertälje,Södertälje,151 71,Storgatan 4,6014000,2025-08,sweet_spot,true,4,,,,,,https://www.allabolag.se/foretag/tb-leksaker-ab/sodertalje/-/2K43GJZI5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:12 | ddg_no_name_match
559021-5124,Modebutiken Bigaro AB,Modebutiken Bigaro AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Västerbotten,Umeå,Umeå,903 26,Kungsgatan 60,6009000,2024-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/modebutiken-bigaro-ab/umea/-/2KG9PLGI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
559324-9187,Jessicas Trädgård & Entreprenad AB,Jessicas Trädgård & Entreprenad AB,Trädgård,"Markentreprenörer, anläggningsentreprenörer","Markentreprenörer, anläggningsentreprenörer; Entreprenörer; Byggmästare; Parkanläggningar; Arkitekter",Västra Götaland,Kungälv,Hålta,442 95,ÖVER-RESTAD 110,6003000,2024-12,sweet_spot,true,1,,0707536658,Jessica@j-t-e.se,,https://jessicastradgardsdesign.se,https://www.allabolag.se/foretag/jessicas-tradgard-och-entreprenad-ab/kungalv/-/2KI2QOZI5YG4F,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:jessicastradgardsdesign.se(score=22)
556197-7546,Leksakshuset Lek & Hobby i Oskarshamn Aktiebolag,Leksakshuset Lek & Hobby i Oskarshamn Aktiebolag,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel; Detaljhandel - annat; Butikshandel -övrigt",Kalmar,Oskarshamn,Oskarshamn,572 42,Slottsgatan 17,6002000,2024-12,sweet_spot,true,3,,,,,https://www.lekia.se/butiker/oskarshamn-lekia-och-babya/,https://www.allabolag.se/foretag/leksakshuset-lek-och-hobby-i-oskarshamn-aktiebolag/oskarshamn/-/2JZGHCAI5YHPS,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/leksakshuset+lek+och+hobby+i+oskarshamn+ab/oskarshamn/mpssvxjk | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559425-6751,BADER Mode & Livsstil AB,BADER Mode & Livsstil AB,Mode,Konfektion,"Konfektion; Detaljhandel; Postorder/e-handel; Kläder, skor",Stockholm,Stockholm,Stockholm,,,5995000,2025-01,sweet_spot,true,0,,,,,https://www.bader.se,https://www.allabolag.se/foretag/bader-mode-och-livsstil-ab/stockholm/-/2KIOC4VI63II4,mojeek,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_candidates:32 | mojeek_picked:bader.se(score=14)
559073-2375,Täby Smycken AB,Täby Smycken AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Stockholm,Täby,Täby,183 34,Västra Galleriagången 00 6,5889000,2024-12,sweet_spot,true,2,,,,,https://www.taby.se,https://www.allabolag.se/foretag/taby-smycken-ab/taby/-/2KGKSPJI63IL5,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:12 | ddg_picked:taby.se(score=14)
559122-8068,Barnen på Södergatan Mode AB,Barnen på Södergatan Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Blekinge,Sölvesborg,Sölvesborg,294 31,Södergatan 1 a,5856000,2024-12,sweet_spot,true,2,,,,,,https://www.allabolag.se/foretag/barnen-pa-sodergatan-mode-ab/solvesborg/-/2KGVF6SI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:11 | ddg_no_name_match
556792-7297,Me mode MARINA AB,Me mode MARINA AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Halland,Varberg,Varberg,432 41,Drottninggatan 17,5835000,2024-12,sweet_spot,true,3,,,,,http://www.marinavarberg.se/,https://www.allabolag.se/foretag/me-mode-marina-ab/varberg/-/2K30075I63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/me+mode+marina+ab/varberg/cqbxijgop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556724-9155,Lindgrens Mode i Luleå AB,Lindgrens Mode i Luleå AB,Mode,Konfektion,Konfektion; Kläder; Grossister,Norrbotten,Luleå,Luleå,972 31,Kungsgatan 24 g,5767000,2025-08,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/lindgrens-mode-i-lulea-ab/lulea/-/2K2LGXVI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556339-0581,EJ's Hälsokost Aktiebolag,EJ's Hälsokost Aktiebolag,Hälsokost,Livsmedel,"Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel",Jämtland,Östersund,Östersund,831 34,Kyrkgatan 74,5760000,2025-06,sweet_spot,true,3,,063101960,,,,https://www.allabolag.se/foretag/ej-s-halsokost-aktiebolag/ostersund/-/2K0ARN9I5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556850-5464,Regnbågens böcker & smycken AB,Regnbågens böcker & smycken AB,Smycken,Detaljhandel - annat,"Detaljhandel - annat; Detaljhandel; Butikshandel -övrigt; Konfektion; Butikshandel; Kläder, skor",Västra Götaland,Göteborg,Göteborg,413 01,Haga Nygata 11,5710000,2025-03,sweet_spot,true,6,,,,,https://www.regnbagens.com,https://www.allabolag.se/foretag/regnbagens-bocker-och-smycken-ab/goteborg/-/2K3CEBCI63ILV,mojeek,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_picked:regnbagens.com(score=12)
556653-6263,AB Sjöbo Anläggning & Trädgård,AB Sjöbo Anläggning & Trädgård,Trädgård,Trädgårdsanläggningar,Trädgårdsanläggningar; Byggmästare,Skåne,Sjöbo,Sjöbo,27539,Ingenjörsgatan 9,5690000,2025-08,sweet_spot,true,5,,070-914 77 47,mats.nilsson@ktv-sjobo.se,https://www.sjoboanlaggning.se/,https://www.sjoboanlaggning.se/,https://www.allabolag.se/foretag/ab-sjobo-anlaggning-och-tradgard/sjobo/-/2K266VBI5YI51,already_present,,
559239-5395,MP20 mode AB,MP20 mode AB,Mode,Konfektion,Konfektion; Kläder; Grossister,Kalmar,Västervik,Västervik,593 30,Bredgatan 9,5671000,2024-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/mp20-mode-ab/vastervik/-/2KHKFWJI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
