OrgNr,Name,Email,Phone,Lender_Keywords,Keyword_Line_1,Recent_Year_Value,Previous_Year_Value,Keyword_Line_2,Recent_Year_Value,Previous_Year_Value
5563177343,Hagelins Elektriska Aktiebolag,info@hagelinsel.nu,+4617182231,,,,,,,
5563179273,Dyk & Båt i Göteborg Aktiebolag,,,,,,,,,
5563180040,Bengt Svanbergs Måleri Aktiebolag,maleri@svanbergs.com,+4652316002,Kreditinstitut,Övriga skulder till kreditinstitut,334000,444280,Övriga skulder till kreditinstitut,110280,110280
5563180412,Moddlaren Aktiebolag,info@dealbator.se,,,,,,,,
5563180719,Golvfirman i Bergslagen AB,,,,,,,,,
5563184521,Sjöbergs Maskin i Ljungsbro Aktiebolag,,+46702120191,Kreditinstitut,Övriga skulder till kreditinstitut,451733,944533,Övriga skulder till kreditinstitut,492800,532870
5563184844,SI-Bygg Aktiebolag,,,,,,,,,
5563185981,Wikens El och Industriservice AB,jan@wikens.se,,,,,,,,
5563187854,GOTLAND MARK & INFRA AB,info@enbloms.se,+46708291114,Kreditinstitut,Skulder till kreditinstitut,1675606,2175015,Skulder till kreditinstitut,183744,509238
5563188266,Glasmästarn Lehtonen Aktiebolag,glasm.lehtonen@telia.com,+4687795110,,,,,,,
5563189777,Norrköpings Golvboning Niklas Fridh AB,info@golvboning.se,+46705243740,,,,,,,
5563189868,Transportledningar i Göteborg Aktiebolag,annelis@trl.se,,,,,,,,
5563190114,FASAB Plåt & Vent AB,infovent@fasab.se,+46435779999,,,,,,,
5563192946,Zemcom Installation Aktiebolag,info@zemcom.se,+46313616980,,,,,,,
5563197226,Västmanlands Byggtjänst Aktiebolag,,,,,,,,,
5563197671,Ricono Produktion AB,yvonne@ricono.se,+4631130365,,,,,,,
5563199461,Jan Åkesson Grävmaskiner Aktiebolag,,+46707320388,,,,,,,
5563202067,Kroksta El Aktiebolag,,+46705608090,,,,,,,
5563203305,Almunge Fastighetsaktiebolag,henrik@afabbygg.se,+46706436479,,,,,,,
5563204345,Kärra Kakel och Plattsättning Aktiebolag,,+4631572698,,,,,,,
5563206407,Kinnared Skog Aktiebolag,,+4634530425,,,,,,,
5563207223,Hansson & Wikskal Byggplåt Aktiebolag,,+4630070233,,,,,,,
5563207546,Eleda Rail AB,info@eledarail.se,,,,,,,,
5563207942,Webbmarkis AB,info@webbmarkis.se,+4652312630,,,,,,,
5563209260,Ljusdals Montage Aktiebolag,stefan@ljmontageab.se,+46705919395,,,,,,,
5563210417,Skånebygg Förvaltning AB,skanebygg@pop.landskrona.se,+4641822930,,,,,,,
5563210680,GMA i Södertälje AB,,+468966545,,,,,,,
5563211316,Sundsvalls Glas-Service Aktiebolag,info@glasservice.se,+4660552450,Kreditinstitut,Övriga skulder till kreditinstitut,150000,450243,Övriga skulder till kreditinstitut,300000,373224
5563212231,PPS Maskinservice AB,tim@ppsab.se,+46708292288,Kreditinstitut,Övriga skulder till kreditinstitut,2139395,1726103,Övriga skulder till kreditinstitut,838365,0
5563213676,Udden Schakt AB,,,,,,,,,
5563213817,Servicetjänster i Sälen AB,lasse.sivertsen@hotmail.com,+46705541455,Kreditinstitut,Övriga skulder till kreditinstitut,858226,891736,Övriga skulder till kreditinstitut,267085,299996
5563214500,Per Söderman Åkeri Aktiebolag,persoderman@telia.com,+4617650350,,,,,,,
5563215143,Värmebolaget i Sundbyberg Aktiebolag,varmebolaget@telia.com,+4687352255,,,,,,,
5563215267,Holmstedts Måleri Aktiebolag,ulrica.holmstedt@outlook.com,+462679380,,,,,,,
5563217222,Erik Tuominen byggfirma Aktiebolag,erik.tuominen@live.se,,,,,,,,
5563217966,Miljögolv i Simrishamn Aktiebolag,miljogolv@okraft.nu,+4641412900,,,,,,,
5563217974,Genuin Hundtjänst Syd AB,info@genuinhundtjanst.se,,,,,,,,
5563220176,N J Betongborrning Aktiebolag,,,,,,,,,
5563221265,Mölndals EL-Entreprenad Aktiebolag,,+4631273005,,,,,,,
5563222313,Rednil Aktiebolag,,+4687123035,,,,,,,
5563223311,Lentom Byggentreprenad AB,,,,,,,,,
5563223436,Allbygg i Hultsfred AB,henrik.boris@allbyggihultsfred.se,+4649512360,,,,,,,
5563224376,J ELMGREN Bygg & Konsult AB,jockeskakel@hotmail.com,,,,,,,,
5563224558,Larserud Terra AB,kontor@larserud.se,,Kreditinstitut,Övriga skulder till kreditinstitut,66609181,6627531,,,
5563224731,Hagmans Golv & Färg Aktiebolag,butik@hagmansgolv.se,+4665110002,Kreditinstitut,Övriga skulder till kreditinstitut,307288,8353,Övriga skulder till kreditinstitut,209929,99996
5563226066,N A Stenteknik Aktiebolag,per@nastenteknik.se,+46730419060,,,,,,,
5563227114,Svante Perssons Byggnads Aktiebolag,fredrik@spbyggnad.se,+46707222209,,,,,,,
5563232569,Klingstedt El AB,order@klingstedt-el.se,+46841051777,,,,,,,
5563233021,JRL Entreprenad AB,jonny.ljungberg@spray.se,+46706202608,Kreditinstitut,Övriga skulder till kreditinstitut,4000,956000,Övriga skulder till kreditinstitut,672000,72000
5563234953,Installationsbolaget El-Fyran AB,info@installationsbolaget.com,+4617134051,,,,,,,
5563238384,E Gastronomi AB,,+46708785763,,,,,,,
5563238707,AC Ventilationsservice Aktiebolag,,+4690180186,,,,,,,
5563240257,Klaessons Rör Aktiebolag,info@klaessons.se,,,,,,,,
5563241214,Aktiebolag Lysekilsmålarna,ylva@lysekilsmalarna.se,+4652310691,Kreditinstitut,Övriga skulder till kreditinstitut,82080000,2260000,Övriga skulder till kreditinstitut,0,000180000
5563243673,Sprintline i Tranås Aktiebolag,martin@sprintline.se,+4614012060,,,,,,,
5563243921,Fagereds Bygg Aktiebolag,info@fageredsbygg.se,+46703664125,,,,,,,
5563245025,Fundamenta Grundläggning Aktiebolag,,+4684473149,,,,,,,
5563247856,Vadsbolarm & Säkerhetstjänst AB,,+4650117708,,,,,,,
5563248557,Per Wennbergs åkeri & entreprenad AB,info@godek.se,+468181017,,,,,,,
5563249258,West Coast Enterprises Aktiebolag,t@sallfors.com,+4631223515,,,,,,,
5563249365,Mark & Utemiljö i Finspång AB,,,Kreditinstitut,Övriga skulder till kreditinstitut,45722,126625,Övriga skulder till kreditinstitut,78564,141888
5563249670,TRS Byggservice AB,tomas@trsbygg.se,,,,,,,,
5563250264,Alural Balkongbeklädnad Aktiebolag,mats@alural.se,+4643554961,,,,,,,
5563251296,NT Larsson Bygg AB,larsson@larssonbygg.se,,,,,,,,
5563251841,Widén & Widén Aktiebolag,jerrywiden@mac.com,+4630061608,,,,,,,
5563252526,WP Grus & Schakt Aktiebolag,,+46703429915,,,,,,,
5563253805,Thomsen Entreprenad AB,,,,,,,,,
5563255156,Klöverträsk Byggteam Aktiebolag,jonas.lundberg@klovertraskbyggteam.se,+46706385272,,,,,,,
5563255206,Muoniodalens Service Centrum Aktiebolag,akeslivs@gmail.com,,,,,,,,
5563255370,Leif Anderssons Kran i Edsbyn Aktiebolag,la.kran@helsingenet.com,+46702434548,,,,,,,
5563256212,"Hörnquist Elektriska Aktiebolag, HELAB",helab@outlook.com,,,,,,,,
5563256535,Sven Almgren Montagetjänst Aktiebolag,,,,,,,,,
5563259505,Lars Björklunds Rör Aktiebolag,,+4657080327,,,,,,,
5563259562,Öringe Rör Aktiebolag,,+4687703275,,,,,,,
5563260180,Hovås Bygg Aktiebolag,hovasbygg@hotmail.com,+4631930609,,,,,,,
5563262111,Sten Jakobsson Glasmästeri Aktiebolag,,+4653060516,,,,,,,
5563263622,H. Nordström i Kalmar AB,hakan@hnordstromab.se,+46702490528,,,,,,,
5563263663,S & S Elservice Aktiebolag,,+4613157050,,,,,,,
5563264976,Larssons fastigheter i Svenljunga AB,svenljungabilteknik@telia.com,,,,,,,,
5563265494,R Ahlman Plåtslageri AB,,,,,,,,,
5563265627,Mobergs Kyl & Frys Aktiebolag,info@mobergskyl.se,+4643591775,,,,,,,
5563266021,RC Måleri Aktiebolag,,+4640191577,,,,,,,
5563266088,Byggnadsfirman Sven Alvarsson Aktiebolag,,+46709265614,,,,,,,
5563266377,Middle West East Bygg Aktiebolag,oktay.samuel@gmail.com,,,,,,,,
5563266518,Jan Heidenberg Schaktmaskiner Aktiebolag,pelle.heiden@hotmail.com,+46856030274,,,,,,,
5563267466,WEXJO Storkök AB,info@wexjo.se,+46470556920,Kreditinstitut,Övriga skulder till kreditinstitut,0,9671,Övriga skulder till kreditinstitut,8304,12000
5563269231,Petterslund Byggservice Aktiebolag,petterslund.bygg@telia.com,,,,,,,,
5563269868,Aktiebolaget Öxalids Bygg,,+46705874999,,,,,,,
5563270098,Källsta Schakt Aktiebolag,info@kallstaschakt.se,,,,,,,,
5563270791,Jonssons Gräv i Björksele Aktiebolag,jonssonsgrav@hotmail.se,+46706729960,Kreditinstitut,Övriga skulder till kreditinstitut,411499447,5437905,Övriga skulder till kreditinstitut,2485738,2383102
5563271518,Göran Gauffins Elektriska Aktiebolag,,+4618326272,,,,,,,
5563271641,Röbäcks El Sture Janze Aktiebolag,,+46703614011,,,,,,,
5563273183,Gert Anderssons El Aktiebolag,margareta.andersson@ael.nu,,,,,,,,
5563274033,S-Akustik Aktiebolag,,+4647220796,,,,,,,
5563275535,S.H.E. Service-Huset Elektronik och Satellit Aktiebolag,,+46705769953,,,,,,,
5563276806,Antenn-Zon Gimgöl Aktiebolag,thomas.lundberg@antenn-zon.se,,,,,,,,
5563277804,Reines Golv Aktiebolag,,+4652076160,,,,,,,
5563279354,Grötoms jord- och skog Aktiebolag,,+4664260270,Kreditinstitut,Övriga skulder till kreditinstitut,71446671,0,Övriga skulder till kreditinstitut,9996,0
5563279644,KSG Spårteknik AB,,+46702773374,,,,,,,
5563281319,Elcentrum i Varberg Aktiebolag,michael@elcentrumab.se,+46340678757,,,,,,,
5563282226,Kåre Agro & Entreprenad Aktiebolag,,,,,,,,,
5563283141,Ekudden Invest AB,,+46859093293,,,,,,,
5563284131,Eliasson's Invest i Göteborg AB,peter@byggochkonsult.se,+4631562561,,,,,,,
5563284396,CPS Östergötlands län Aktiebolag,,+4638115570,,,,,,,
5563285468,RO-PA Produkter Aktiebolag,info@ro-pa.se,+4626219150,,,,,,,
5563286581,Byggnadsfirma Christoffer Klang AB,,+46703462362,,,,,,,
5563287654,Uppsala Kyl & El Aktiebolag,micke@kyl-el.se,,,,,,,,
5563289320,Acoustic Montage SNJ Aktiebolag,info@acousticmontage.se,+468960775,,,,,,,
5563289403,Piehls Golv och Fastighet AB,s.piehl@telia.com,,,,,,,,
5563290013,Elmontering i Stenkullen Aktiebolag,,+46708210763,,,,,,,
5563291557,Erik Larssons El Aktiebolag,,,,,,,,,
5563292225,Slip & Parkett i Vaxholm AB,slipochparkettab@telia.com,,,,,,,,
5563292928,HELAB Automation & Elinstallationer AB,info@helab.net,+46523665630,,,,,,,
5563293330,Plåtslagarelind Montagebolag Aktiebolag,info@platslagarelind.se,+4645652145,,,,,,,
5563293439,Tranemo Rör Aktiebolag,,+4632570049,,,,,,,
5563293777,Olles Rör Aktiebolag,,+46107060945,,,,,,,
5563295087,Marcussons Grävteknik AB,marcussonsgt@hotmail.com,+46706367738,,,,,,,
5563295137,PN Bygg i Ånge AB,,+4669061379,,,,,,,
5563299956,dr El i Norr AB,info@drel.se,+4691510224,,,,,,,
5563300549,Janima Bygg Aktiebolag,,,,,,,,,
5563301935,Aktiebolaget Christer Dahlstrand,,+46317116090,,,,,,,
5563302081,Leif Aronsson Bygg AB,info@aronssonbygg.se,+46859074443,,,,,,,
5563302230,B. Berglund Markentreprenad Aktiebolag,,+46851173260,,,,,,,
5563302339,ML El-Service Aktiebolag,ml.elab@telia.com,+46850031113,,,,,,,
5563302552,Ingemar Rääf Bod & Maskin Aktiebolag,,,,,,,,,
5563303949,K E Lundh Last o Transport Aktiebolag,,+4629440155,,,,,,,
5563304756,Finspångs Glasmästeri Aktiebolag,info@finspangsglas.se,+4612210837,,,,,,,
5563306538,Skorstensfolket Sydost AB,Skorstensfolket@live.se,+4645514700,,,,,,,
5563308765,Håkan Lundberg Byggnads Aktiebolag,,+4613151880,,,,,,,
5563309482,Cassimir Lindbergs Entreprenad Aktiebolag,cleab@telia.com,,,,,,,,
5563310282,Kolartorps Måleri AB,andersson.mmxx@gmail.com.se,,Kreditinstitut,Övriga skulder till kreditinstitut,24694,39585,,,
5563310415,Aktiebolaget Dan Persson Förvaltning,,+46317332124,,,,,,,
5563310514,Rörteam Roslagen AB,info@rorteam.se,+4617388750,Kreditinstitut,Övriga skulder till kreditinstitut,557490,0,Övriga skulder till kreditinstitut,60000,0
5563310993,Rörteknik Stig Nygren i Säffle Aktiebolag,,+46706610471,,,,,,,
5563312148,Elteknik Svenska AB,info@eltekniksvenska.se,,,,,,,,
5563312593,Emvix Förvaltning & Byggservice Aktiebolag,info@emvix.se,+4687508035,Kreditinstitut,Övriga skulder till kreditinstitut,108924,108924,,,
5563315661,Mölndals Kakel och Marmor Aktiebolag,bengt@rockstile.se,+46704340429,,,,,,,
5563316362,Vått & Torrt i Linköping Aktiebolag,info@vattochtorrt.com,+46737074783,,,,,,,
5563320265,Stöcke Svets Aktiebolag,niklas@stockesvets.se,+469043082,Kreditinstitut,Övriga skulder till kreditinstitut,75000,0,Övriga skulder till kreditinstitut,75000,
5563321008,Rolf Nordh Stensättningsaktiebolag,,+4645183467,,,,,,,
5563322006,Vinga Installation AB,andreas@vingaab.se,,,,,,,,
5563322238,All & Byggservice M Larsson AB,allbyggserviceml@gmail.com,,,,,,,,
5563323343,Åre Byservice Aktiebolag,info@arebyservice.se,+4664752020,Kreditinstitut,Övriga skulder till kreditinstitut,0,000350000,Övriga skulder till kreditinstitut,746664,2189118
5563324572,Peter Ring Svets och Plåt AB,,,Kreditinstitut,Övriga skulder till kreditinstitut,66965,0,,,
5563325157,RH Mur och Kakel Aktiebolag,mingoz@telia.com,+46705141874,Kreditinstitut,Övriga skulder till kreditinstitut,325295,0,Övriga skulder till kreditinstitut,54000,0
5563325975,Simtuna Bygg och Betong Teknik Aktiebolag,info@simtuna.se,+4617193290,,,,,,,
5563326825,Anders Golv & Kakel AB,info@andersgolv.se,+4617612740,,,,,,,
5563328623,Smedjebackens Byggplåt Aktiebolag,info@smbbyggplat.se,+46705318147,,,,,,,
5563329258,HÅ-GE El Aktiebolag,Magnus.Sandahl@hage-el.se,+46706471864,,,,,,,
5563329787,Lamellens Golv Per Olsson Aktiebolag,per.lamellen@telia.com,+4654186860,,,,,,,
5563330322,Bengt-Arnes Eltjänst Aktiebolag,,+46498242194,,,,,,,
5563330462,Nyckelpigan Lås AB,order@nyckelpiganlas.se,+46705137300,,,,,,,
5563331288,Golv & Kakel i Emmaboda AB,info@golv-kakel.se,+4647112740,,,,,,,
5563331361,G.H's Rör Aktiebolag,info@ghsror.se,+46852020744,,,,,,,
5563331429,Stuvsta Färglager Aktiebolag,Stuvstaekonomi@gmail.com,+46708885553,,,,,,,
5563331825,Strängnäs Rörtjänst Aktiebolag,strangnasrortjanst@bredband.net,+46708724695,,,,,,,
5563331858,CAMA Bygg Aktiebolag,,+46705565366,,,,,,,
5563332716,Milla AB,alexrosnyg@gmail.com,+468876057,,,,,,,
5563333755,Peo's Åkeri i Duved AB,peosakeri@telia.com,+46702150618,,,,,,,
5563335248,Trädgårdsservice Peter Tetzlaff Aktiebolag,info@tradgardsserviceab.se,,,,,,,,
5563335495,JORDANKARTJÄNST I KARLSTAD Aktiebolag,jordankartjanst@telia.com,,,,,,,,
5563336253,R Nordbergs Byggnads Aktiebolag,,+4651012037,,,,,,,
5563336923,Hagströms Gruppen Måleri AB,,+4615619450,,,,,,,
5563337491,E Andersson Gräv Aktiebolag,,+4693012113,,,,,,,
5563338507,Brunskogs Elektriska Edane Rör AB,,+4657050187,,,,,,,
5563338952,KW Golvkontroll AB,golvkontroll@gmail.com,,,,,,,,
5563340156,Jonas Arvidssons Bygg & Design AB,,+46860000737,,,,,,,
5563341063,K M i Umeå AB,melkerab@outlook.com,,,,,,,,
5563341964,Bollnäs Byggservice Aktiebolag,bollnasbyggservice@gmail.com,,,,,,,,
5563343283,Tysks Måleri & Färg Aktiebolag,tysksfarg@telia.com,+4624812540,,,,,,,
5563344638,K.G. Billgren Mark Aktiebolag,,+46705520304,Kreditinstitut,Övriga skulder till kreditinstitut,0,14232,Övriga skulder till kreditinstitut,10827,23424
5563346716,Aktiebolaget Västerås Elspecialister,jan.pawlus@telia.com,,,,,,,,
5563347334,Prodevo Aktiebolag,,+4646146350,,,,,,,
5563347383,Lidingö Lås & Säkerhet AB,info@lidingolas.se,,,,,,,,
5563347748,Norins Hantverk Aktiebolag,,+46708775912,Kreditinstitut,Övriga skulder till kreditinstitut,0,030350026,Övriga skulder till kreditinstitut,99,99699996
5563348522,Gissléns Entreprenad Aktiebolag,info@gisslens.se,+4631990640,,,,,,,
5563351328,Kjell Carlsson Elektriska Aktiebolag,1374karlsson@telia.com,,,,,,,,
5563352623,Aktiebolaget Veddige El,kontakt@veddigeel.se,+4634030361,,,,,,,
5563353324,Göteborgs El & Rörjour Aktiebolag,info@500120.com,+4631500120,Kreditinstitut,Övriga skulder till kreditinstitut,312584,428501,,,
5563354249,H. KÄLLGREN Aktiebolag,hans.kallgren@yahoo.se,,,,,,,,
5563354793,Märsta Vägg & Golv Aktiebolag,,+46859114950,,,,,,,
5563356129,NOEN Förvaltning AB,jill@noen.se,+4622530350,,,,,,,
5563356921,Rosengrens Inredningsmontage Aktiebolag,,+46705520677,,,,,,,
5563359248,Entreprenadfirma Markobjekt i Bro Aktiebolag,joachim@markobjekt.se,,,,,,,,
5563359347,Tumba Schaktmaskiner Aktiebolag,anders@soderbergtransport.se,+46853038612,Kreditinstitut,Övriga skulder till kreditinstitut,495000,660000,Övriga skulder till kreditinstitut,165000,165000
5563359396,Ljungskile Hus & Hem AB,lennart@husohemab.se,+46705372582,Kreditinstitut,Övriga skulder till kreditinstitut,72823210,2883926,Övriga skulder till kreditinstitut,60716,60716
5563359644,Kyl & Värmepumpservice i Halmstad Aktiebolag,info@kylservice.se,+4635173910,,,,,,,
5563362069,Bulhus Fritid Aktiebolag,matts.melin@swipnet.se,,,,,,,,
5563364487,Dala Akustik Aktiebolag,dala.akustik@telia.com,+46705142472,,,,,,,
5563364784,Klimatkontroll Syd AB,kontakt@klimatkontroll.se,,,,,,,,
5563365369,BRANTBOSKOG Aktiebolag,brantboskog@gmail.com,+4694210714,Kreditinstitut,Övriga skulder till kreditinstitut,4685067,1921265,Övriga skulder till kreditinstitut,2391360,1206158
5563365419,Måleributiken i Sävsjö Aktiebolag,,+4638210755,,,,,,,
5563368553,Hjulsbro Rörservice Aktiebolag,,+46707968123,,,,,,,
5563371458,Södra Sandby Plåt Aktiebolag,oddshammar@telia.com,+4646239330,,,,,,,
5563371490,Byggnadsfirman Birger Andersson Emmaboda Aktiebolag,,+4647110491,,,,,,,
5563371979,Olsson Bergentreprenad AB,,,,,,,,,
5563371987,B O Carlsson Entreprenad AB,bengtowekarlsson@gmail.com,,,,,,,,
5563372449,Bälters Byggrenovering Aktiebolag,,+4649210860,,,,,,,
5563372878,Växjö El-Produkt Aktiebolag,,+4647060512,,,,,,,
5563376200,Bygg- & Markplanering i Mariefred AB,,+46855010464,,,,,,,
5563377182,Lyttersta Maskin Aktiebolag,lytterstamaskin@telia.com,+46151511814,,,,,,,
5563380251,Linnémålarna i Celandergruppen Aktiebolag,info@malericentralen.se,,,,,,,,
5563380889,Wall Teknik och Hantverk Aktiebolag,,+4687748806,,,,,,,
5563383446,Intercoin Aktiebolag,,+4642162797,,,,,,,
5563384006,Holmgrens Färghus Aktiebolag,info@holmgrens.nu,+46155202650,,,,,,,
5563384097,Anläggarteamet i Hälsingland AB,jean.alchahin@infrea.se,+4627810505,,,,,,,
5563385300,Åkessons Plåtslageri AB,vnp.Micael@telia.com,+4637010878,,,,,,,
5563385672,Hesslings Gräv & Last Aktiebolag,,+4622552707,,,,,,,
5563387132,Tjörns Trädgårds Service Aktiebolag,mikael@tjornstradgardar.se,+46304667438,,,,,,,
5563387207,Bygg-Plåt Svensson & Söner Aktiebolag,byggplat.svensson@telia.com,+4631464370,Kreditinstitut,Övriga skulder till kreditinstitut,39,18047050,,,
5563387967,Kristdala Elektriska Aktiebolag,kristdalaelektriska@swipnet.se,+46702314690,,,,,,,
5563388700,Dosis Entreprenad AB,,+466043133,,,,,,,
5563389062,K & M GUSTAVSSON VVS Aktiebolag,,+46510541718,,,,,,,
5563390391,IZ Elmontage AB,bjarne@systeminstallation.se,+46340582605,,,,,,,
5563392900,Rydman Entreprenad AB,info@rydman-ab.se,+46702101409,,,,,,,
5563393387,Wendelius Passersystem AB,info@wendelius.nu,+468811040,,,,,,,
5563394997,Plåtcenter i Ljungby Aktiebolag,platcenter@telia.com,+4637283695,,,,,,,
5563395010,Peter Lundell Kraft & Data Aktiebolag,,+468996005,,,,,,,
5563395200,LLCC Scandiator AB,info@scandiator.se,+46760486563,,,,,,,
5563396323,Skyltar & Trafikanordningar Sthlm Aktiebolag,peter_b_75@hotmail.com,+46850037185,,,,,,,
5563396943,BYGGKOMPANIET I ÖSTERSUND Aktiebolag,carljohanolovsson@gmail.com,+4686642200,,,,,,,
5563404200,Aktiebolaget Bruksbalken,,+46705173349,,,,,,,
5563404952,P.Schakt & Bygg Aktiebolag,info@pschaktobygg.se,+4616135283,,,,,,,
5563405322,Skorstenstätaren & Kaminbutiken i Västerås AB,info@skorstenstataren.se,,,,,,,,
5563406320,Tallhedens Åkeri Aktiebolag,richard@norsjofrakt.se,+4691810299,Kreditinstitut,Övriga skulder till kreditinstitut,818000,0,Övriga skulder till kreditinstitut,85212172,4197880
5563407203,Torsten Persson Byggnads Aktiebolag,,+4687609190,,,,,,,
5563407492,P.G:s Elektriska Aktiebolag,peter.gunthner@gmail.com,+46706749565,,,,,,,
5563408003,Innerstadens Plåttjänst Aktiebolag,,+4631521262,,,,,,,
5563411791,Aktiebolaget Råsmarks El,info@rasmarksel.se,+4648161062,,,,,,,
5563413185,Jula Grävlastartjänst Aktiebolag,,+46706768888,,,,,,,
5563413300,Byggnadsaktiebolaget Libellen,lars.johansson@libellen.se,,,,,,,,
5563413367,Nordisk Bygg och servicetjänster AB,,+4640451870,,,,,,,
5563415156,Kenneth Andersson Inrednings Aktiebolag,info@kaiab.se,+4630018870,,,,,,,
5563415446,Corvinius Jordkula AB,marcus@corvinius.se,,Kreditinstitut,Övriga skulder till kreditinstitut,1970000,0,,,
5563415883,Jonnis snickeri & byggnads Aktiebolag,bruno_jonnis@outlook.com,,Kreditinstitut,Övriga skulder till kreditinstitut,150000,0,,,
5563416204,Per Nordin Byggnads AB,,+4642280105,,,,,,,
5563417400,Sikeå Plåt och Smide AB,erik@platsmide.se,,Kreditinstitut,Övriga skulder till kreditinstitut,017,3000,Övriga skulder till kreditinstitut,084000,
5563417863,Jordankartjänst i Göteborg AB,info@jordankartjanst.com,+46707868473,Kreditinstitut,Övriga skulder till kreditinstitut,0,61125,,,
5563418705,Skantz Måleri Aktiebolag,peter.nygards@aktivmaleri.se,+46854524800,,,,,,,
5563419349,Anders Söderlund Aktiebolag,anders@anderssoderlund.se,,Kreditinstitut,Övriga skulder till kreditinstitut,80000,90000,,,
5563420198,Smöramåla Rör AB,,+4648120095,,,,,,,
5563422699,Stefan Bergqvist Produktion Aktiebolag,,+46706059319,,,,,,,
5563422947,Kinna Gräv Aktiebolag,Info@kinnagraev.se,+4632042200,,,,,,,
5563425361,ÅM-Mek & Rör Aktiebolag,info@ammek.se,+46705530850,,,,,,,
5563429314,Cobble Bygg Aktiebolag,cobble.ab@telia.com,,,,,,,,
5563429819,Optionenta Aktiebolag,,,,,,,,,
5563429868,ABC Fasadvård Aktiebolag,info@abcfasad.se,+4687403006,,,,,,,
5563430288,Grundteknik i Mjöbäck Aktiebolag,,+46703802128,,,,,,,
5563430502,Univentor Aktiebolag,,+468821075,,,,,,,
5563430932,Industribyggen Bobic AB,info@allsvets.com,,,,,,,,
5563432276,Aktiebolaget Cyréns Trädgårdsanläggningar,,+4640290035,,,,,,,
5563432474,Leif Nygrens El Aktiebolag,,,,,,,,,
5563433480,Rogers Gräv- & Motorborrning AB,,+46706340492,,,,,,,
5563434579,Saltarö Rör AB,info@saltaroror.se,+46739423664,,,,,,,
5563434686,Lars Francks Bygg Aktiebolag,francksbygg@telia.com,,,,,,,,
5563435105,Sturnus Bygg Aktiebolag,,+4626132580,,,,,,,
5563436509,Lundahls Lås i Vetlanda Aktiebolag,info@lundahlslas.se,+4638310150,,,,,,,
5563438083,Stig Karlssons Måleriservice Aktiebolag,karlssonsmaleriab@telia.com,,,,,,,,
5563438141,Elkuriren Bröderna Ask AB,,+46708220341,,,,,,,
5563438257,SN Bygg och Förvaltning AB,info@snbygg.se,,,,,,,,
5563438570,Metodrör Rune Berntsson Aktiebolag,,,,,,,,,
5563439453,Sundströms Kyl Aktiebolag,,+4618522240,,,,,,,
5563440089,Aktiebolaget Automat- & Kyltjänst ABAK,info@abak.se,+4660613340,,,,,,,
5563440527,Nouveau Bygg AB,peter@nouveaubygg.se,+46841010001,,,,,,,
5563440899,Kent Ohsol Målab Aktiebolag,kenth@malab.eu,,,,,,,,
5563441392,Nyvångs elektriska Aktiebolag,,+46708780420,,,,,,,
5563441657,Knut & Sune Olsson Byggservice Aktiebolag,carrera.o@live.se,,Kreditinstitut,Övriga skulder till kreditinstitut,247327,198603,Övriga skulder till kreditinstitut,81721,51618
5563443448,Cederlöfs Plattsättning Aktiebolag,info@cederlofsplattsattning.se,,,,,,,,
5563444206,Svartå Elservice Aktiebolag,,,,,,,,,
5563444214,Eriksson i Hagby byggtjänst Aktiebolag,anders@hagbybyggtjanst.se,,,,,,,,
5563444396,HM Hus i Göteborg Aktiebolag,info@hm-hus.se,,,,,,,,
5563445088,Brändö Schakt Aktiebolag,,,,,,,,,
5563445450,ÄLTA OMBYGGNADS Aktiebolag,altaombyggnads@gmail.com,+4686404473,,,,,,,
5563445559,Målerifirman Söderberg & Karlsson Aktiebolag,,+4645413285,,,,,,,
5563446045,Gränna Fastighetstjänst Aktiebolag,,+46706252004,,,,,,,
5563446425,Jan Jacobsson Schakt Aktiebolag,jjschackt@spray.se,+4687156387,Kreditinstitut,Övriga skulder till kreditinstitut,380004,448612,,,
5563447514,C.M. Rör Aktiebolag,cm.epost@telia.com,+46706546238,,,,,,,
5563448389,Penselman's Måleri Aktiebolag,maleri@penselman.se,+4652222650,,,,,,,
5563449031,Elmontören i Linköping Aktiebolag,tobbe@elmontorenlink.se,+46706673557,,,,,,,
5563449742,Åby V.V.S. Installationer Aktiebolag,info@abyvvs.se,+4631271715,,,,,,,
5563450609,Hejde Dans AB,john@sundstrommedia.se,,Kreditinstitut,Övriga skulder till kreditinstitut,103789,0,Övriga skulder till kreditinstitut,300588,0
5563451060,Bygg-Ovalen Aktiebolag,byggovalen@telia.com,,,,,,,,
5563453595,Kungsbacka Kakel Aktiebolag,,,,,,,,,
5563454056,Tord Andersson Rör Aktiebolag,,+46856030103,,,,,,,
5563454817,Kjell Axelsson Maskin AB,,+4670345344,,,,,,,
5563454833,BR Elektriska Aktiebolag,andreas@brelektriska.se,+46705343857,,,,,,,
5563454858,Rölanda El & Maskin AB,,,,,,,,,
5563455053,Helsingborgs VVS-Tjänst Mats Jönsson Aktiebolag,tjanst.h@telia.com,+4642135442,,,,,,,
5563456341,Ellapark Elkonsult Aktiebolag,hans@ellaparkelkonsult.se,+4687924700,,,,,,,
5563458065,A Jonsson Entreprenad Aktiebolag,aby-kvarn@telia.com,+46708775637,Kreditinstitut,Övriga skulder till kreditinstitut,1235821,0,,,
5563458099,Köpsells Murnings Aktiebolag,info@kopsellsmurning.se,,,,,,,,
